action,subject,trial,frame,skeleton_joint,x,y,z
11.0, 6, 1, 0, 1,0.7572029, 0.8190195, 3.0702
11.0, 6, 1, 0, 2,0.8069855, 0.6476104, 3.052554
11.0, 6, 1, 0, 3,0.746609, 0.2513808, 2.978328
11.0, 6, 1, 0, 4,0.6773536, 0.5173171, 3.161632
11.0, 6, 1, 0, 5,0.8753586, 0.4992585, 2.919894
11.0, 6, 1, 0, 6,0.5754327, -0.07640508, 2.999284
11.0, 6, 1, 0, 7,0.7832749, -0.0670708, 2.731148
11.0, 6, 1, 0, 8,0.7345337, 0.1721349, 2.967181
11.0, 6, 1, 0, 9,0.6798041, 0.1094003, 3.005631
11.0, 6, 1, 0, 10,0.7689064, 0.101274, 2.900492
11.0, 6, 1, 0, 11,0.7092118, -0.366561, 3.057586
11.0, 6, 1, 0, 12,0.8659111, -0.3576162, 2.82693
11.0, 6, 1, 0, 13,0.7263108, -0.7137279, 3.092884
11.0, 6, 1, 0, 14,0.8975066, -0.7100533, 2.764296
11.0, 6, 1, 0, 15,0.6631181, -0.7939434, 3.066826
11.0, 6, 1, 0, 16,0.8564987, -0.7939917, 2.704059
11.0, 6, 1, 1, 1,0.757166, 0.8178193, 3.069856
11.0, 6, 1, 1, 2,0.8066275, 0.6466508, 3.052406
11.0, 6, 1, 1, 3,0.7465649, 0.2513225, 2.978295
11.0, 6, 1, 1, 4,0.6767392, 0.5154674, 3.162576
11.0, 6, 1, 1, 5,0.8754266, 0.4993441, 2.919643
11.0, 6, 1, 1, 6,0.5820509, -0.03528246, 3.012924
11.0, 6, 1, 1, 7,0.779775, -0.0214265, 2.736838
11.0, 6, 1, 1, 8,0.7345153, 0.172125, 2.967159
11.0, 6, 1, 1, 9,0.6796886, 0.1091994, 3.005551
11.0, 6, 1, 1, 10,0.7689092, 0.1013278, 2.900472
11.0, 6, 1, 1, 11,0.7086624, -0.3662561, 3.057173
11.0, 6, 1, 1, 12,0.8657733, -0.3576661, 2.826779
11.0, 6, 1, 1, 13,0.7255217, -0.7130422, 3.092314
11.0, 6, 1, 1, 14,0.8977326, -0.7103162, 2.764569
11.0, 6, 1, 1, 15,0.6661392, -0.7956148, 3.066153
11.0, 6, 1, 1, 16,0.8541048, -0.7962155, 2.704545
11.0, 6, 1, 2, 1,0.7579119, 0.8180409, 3.069814
11.0, 6, 1, 2, 2,0.8062924, 0.6464741, 3.050838
11.0, 6, 1, 2, 3,0.7465266, 0.2513944, 2.978017
11.0, 6, 1, 2, 4,0.6765369, 0.5152218, 3.162706
11.0, 6, 1, 2, 5,0.8755994, 0.4993006, 2.919358
11.0, 6, 1, 2, 6,0.5822113, -0.03490735, 3.01319
11.0, 6, 1, 2, 7,0.8020581, 0.031552, 2.756902
11.0, 6, 1, 2, 8,0.734496, 0.1722118, 2.966944
