action,subject,trial,frame,skeleton_joint,x,y,z
1.0, 9, 2, 0, 1,0.5839447, 0.7920416, 3.034144
1.0, 9, 2, 0, 2,0.6255167, 0.6115464, 2.992489
1.0, 9, 2, 0, 3,0.5689824, 0.235083, 2.928154
1.0, 9, 2, 0, 4,0.4766331, 0.4454423, 3.060087
1.0, 9, 2, 0, 5,0.6939933, 0.4592537, 2.845951
1.0, 9, 2, 0, 6,0.3871879, -0.1629394, 2.96786
1.0, 9, 2, 0, 7,0.6793465, -0.1318362, 2.65991
1.0, 9, 2, 0, 8,0.5576755, 0.1597903, 2.918838
1.0, 9, 2, 0, 9,0.4981619, 0.08604748, 2.958814
1.0, 9, 2, 0, 10,0.595974, 0.09226259, 2.851288
1.0, 9, 2, 0, 11,0.5398063, -0.4029947, 2.989618
1.0, 9, 2, 0, 12,0.6916915, -0.3758725, 2.802784
1.0, 9, 2, 0, 13,0.5649254, -0.7554165, 3.030606
1.0, 9, 2, 0, 14,0.7597543, -0.7559943, 2.769962
1.0, 9, 2, 0, 15,0.5256138, -0.8382182, 3.024662
1.0, 9, 2, 0, 16,0.7376452, -0.839491, 2.749042
1.0, 9, 2, 1, 1,0.5847673, 0.7853135, 3.030403
1.0, 9, 2, 1, 2,0.6257787, 0.6092325, 2.992283
1.0, 9, 2, 1, 3,0.5690201, 0.2350029, 2.92807
1.0, 9, 2, 1, 4,0.4767579, 0.4461228, 3.060369
1.0, 9, 2, 1, 5,0.6919723, 0.4582948, 2.844781
1.0, 9, 2, 1, 6,0.3872093, -0.1633614, 2.967869
1.0, 9, 2, 1, 7,0.6791514, -0.1320114, 2.659653
1.0, 9, 2, 1, 8,0.5576957, 0.1597885, 2.918739
1.0, 9, 2, 1, 9,0.4984203, 0.08616975, 2.95909
1.0, 9, 2, 1, 10,0.5958004, 0.09197944, 2.850929
1.0, 9, 2, 1, 11,0.5395604, -0.402997, 2.989229
1.0, 9, 2, 1, 12,0.6906682, -0.3754064, 2.80197
1.0, 9, 2, 1, 13,0.5650005, -0.7555034, 3.030218
1.0, 9, 2, 1, 14,0.7600231, -0.7560726, 2.770447
1.0, 9, 2, 1, 15,0.5254648, -0.8381484, 3.024579
1.0, 9, 2, 1, 16,0.7381359, -0.8396029, 2.750712
1.0, 9, 2, 2, 1,0.5819452, 0.7980747, 3.030114
1.0, 9, 2, 2, 2,0.6256194, 0.6090912, 2.991179
1.0, 9, 2, 2, 3,0.5689983, 0.2349304, 2.927866
1.0, 9, 2, 2, 4,0.4769059, 0.4461557, 3.060121
1.0, 9, 2, 2, 5,0.6911424, 0.4581994, 2.844265
1.0, 9, 2, 2, 6,0.3873384, -0.1638806, 2.968052
1.0, 9, 2, 2, 7,0.6791944, -0.1319663, 2.659547
1.0, 9, 2, 2, 8,0.5576853, 0.1597514, 2.918591
1.0, 9, 2, 2, 9,0.498521, 0.08622324, 2.958942
1.0, 9, 2, 2, 10,0.5956836, 0.09199178, 2.850878
1.0, 9, 2, 2, 11,0.5395038, -0.4029612, 2.988933
1.0, 9, 2, 2, 12,0.6902076, -0.3750915, 2.801491
1.0, 9, 2, 2, 13,0.564635, -0.7519726, 3.02941
1.0, 9, 2, 2, 14,0.762747, -0.746672, 2.772317
1.0, 9, 2, 2, 15,0.5268168, -0.8353027, 3.023055
1.0, 9, 2, 2, 16,0.7380952, -0.8349315, 2.755255
1.0, 9, 2, 3, 1,0.583654, 0.8057606, 3.031214
1.0, 9, 2, 3, 2,0.6256687, 0.6083316, 2.991552
1.0, 9, 2, 3, 3,0.5688998, 0.234666, 2.928049
1.0, 9, 2, 3, 4,0.4770545, 0.4465073, 3.060352
1.0, 9, 2, 3, 5,0.6905057, 0.457924, 2.844108
1.0, 9, 2, 3, 6,0.387516, -0.1636929, 2.967782
1.0, 9, 2, 3, 7,0.6784487, -0.1324572, 2.658654
1.0, 9, 2, 3, 8,0.5575759, 0.1595819, 2.918756
1.0, 9, 2, 3, 9,0.4985169, 0.08617961, 2.959206
1.0, 9, 2, 3, 10,0.5952601, 0.09159424, 2.850932
1.0, 9, 2, 3, 11,0.5386132, -0.3994361, 2.986878
1.0, 9, 2, 3, 12,0.6905565, -0.3759037, 2.800525
1.0, 9, 2, 3, 13,0.5646365, -0.7500848, 3.029419
1.0, 9, 2, 3, 14,0.7629542, -0.7476287, 2.772599
1.0, 9, 2, 3, 15,0.5268766, -0.8351441, 3.023267
1.0, 9, 2, 3, 16,0.7381976, -0.8362996, 2.754488
1.0, 9, 2, 4, 1,0.5818479, 0.8097571, 3.030201
1.0, 9, 2, 4, 2,0.6260839, 0.6074994, 2.990842
1.0, 9, 2, 4, 3,0.5689556, 0.2345833, 2.927991
1.0, 9, 2, 4, 4,0.4769841, 0.4464934, 3.060661
1.0, 9, 2, 4, 5,0.6896154, 0.4577149, 2.84389
1.0, 9, 2, 4, 6,0.3878544, -0.1640235, 2.967829
1.0, 9, 2, 4, 7,0.6785108, -0.1324766, 2.658681
1.0, 9, 2, 4, 8,0.5575943, 0.1595688, 2.918756
1.0, 9, 2, 4, 9,0.4986674, 0.08593676, 2.959616
1.0, 9, 2, 4, 10,0.5950387, 0.09114961, 2.850222
1.0, 9, 2, 4, 11,0.5386705, -0.4002826, 2.986693
1.0, 9, 2, 4, 12,0.6902285, -0.3749123, 2.800326
1.0, 9, 2, 4, 13,0.5643608, -0.7506862, 3.030931
1.0, 9, 2, 4, 14,0.7623638, -0.7459394, 2.771601
1.0, 9, 2, 4, 15,0.5265492, -0.8353078, 3.023234
1.0, 9, 2, 4, 16,0.7376966, -0.8355229, 2.754409
1.0, 9, 2, 5, 1,0.5801857, 0.8136684, 3.030454
1.0, 9, 2, 5, 2,0.6263367, 0.6079505, 2.990973
1.0, 9, 2, 5, 3,0.568909, 0.234494, 2.928011
1.0, 9, 2, 5, 4,0.4769093, 0.4461608, 3.060885
1.0, 9, 2, 5, 5,0.6889823, 0.4579132, 2.843819
1.0, 9, 2, 5, 6,0.3878435, -0.1644703, 2.968359
1.0, 9, 2, 5, 7,0.678555, -0.1324851, 2.658696
1.0, 9, 2, 5, 8,0.5574739, 0.1593795, 2.918786
1.0, 9, 2, 5, 9,0.4986155, 0.0857593, 2.959669
1.0, 9, 2, 5, 10,0.594768, 0.09110454, 2.850282
1.0, 9, 2, 5, 11,0.5387925, -0.3999487, 2.98668
1.0, 9, 2, 5, 12,0.690943, -0.3768037, 2.800242
1.0, 9, 2, 5, 13,0.5648435, -0.7505153, 3.030858
1.0, 9, 2, 5, 14,0.762028, -0.7481029, 2.77168
1.0, 9, 2, 5, 15,0.5264311, -0.8342383, 3.022854
1.0, 9, 2, 5, 16,0.7392807, -0.8360754, 2.753982
1.0, 9, 2, 6, 1,0.5816823, 0.8167124, 3.031823
1.0, 9, 2, 6, 2,0.6267694, 0.6078215, 2.990932
1.0, 9, 2, 6, 3,0.5689798, 0.2342262, 2.927857
1.0, 9, 2, 6, 4,0.4767815, 0.4461794, 3.060913
1.0, 9, 2, 6, 5,0.6885376, 0.4579758, 2.843657
1.0, 9, 2, 6, 6,0.3878666, -0.1644554, 2.968437
1.0, 9, 2, 6, 7,0.6782701, -0.1325939, 2.658122
1.0, 9, 2, 6, 8,0.5574825, 0.1591169, 2.918624
1.0, 9, 2, 6, 9,0.4986568, 0.08567258, 2.959394
1.0, 9, 2, 6, 10,0.5947332, 0.09107091, 2.850285
1.0, 9, 2, 6, 11,0.5386362, -0.400394, 2.986483
1.0, 9, 2, 6, 12,0.6908772, -0.3769196, 2.800144
1.0, 9, 2, 6, 13,0.565447, -0.7514039, 3.030907
1.0, 9, 2, 6, 14,0.7620486, -0.7489147, 2.772048
1.0, 9, 2, 6, 15,0.5271166, -0.8350653, 3.024377
1.0, 9, 2, 6, 16,0.7392722, -0.8366599, 2.754713
1.0, 9, 2, 7, 1,0.5797355, 0.8184862, 3.02991
1.0, 9, 2, 7, 2,0.6267588, 0.607775, 2.990803
1.0, 9, 2, 7, 3,0.5689778, 0.2340664, 2.927855
1.0, 9, 2, 7, 4,0.4768287, 0.4460069, 3.060947
1.0, 9, 2, 7, 5,0.687378, 0.4577534, 2.843565
1.0, 9, 2, 7, 6,0.3882995, -0.1649179, 2.970074
1.0, 9, 2, 7, 7,0.6781701, -0.1325583, 2.658044
1.0, 9, 2, 7, 8,0.5574789, 0.158951, 2.91866
1.0, 9, 2, 7, 9,0.4988087, 0.0855852, 2.959475
1.0, 9, 2, 7, 10,0.5945972, 0.0910171, 2.850409
1.0, 9, 2, 7, 11,0.5385343, -0.4007963, 2.98649
1.0, 9, 2, 7, 12,0.6905447, -0.3761575, 2.79987
