action,subject,trial,frame,skeleton_joint,x,y,z
1.0, 3, 3, 0, 1,0.5337968, 0.8107294, 3.012917
1.0, 3, 3, 0, 2,0.6027079, 0.5959785, 2.990608
1.0, 3, 3, 0, 3,0.559926, 0.2250541, 2.934254
1.0, 3, 3, 0, 4,0.4732535, 0.4439694, 3.051026
1.0, 3, 3, 0, 5,0.6640565, 0.4527245, 2.854333
1.0, 3, 3, 0, 6,0.3985358, -0.2534459, 3.069038
1.0, 3, 3, 0, 7,0.6669881, -0.1697917, 2.678623
1.0, 3, 3, 0, 8,0.5513696, 0.1508693, 2.926444
1.0, 3, 3, 0, 9,0.500594, 0.08088264, 2.969103
1.0, 3, 3, 0, 10,0.5864553, 0.08482242, 2.859849
1.0, 3, 3, 0, 11,0.529845, -0.4047191, 3.012039
1.0, 3, 3, 0, 12,0.6735615, -0.3853464, 2.805539
1.0, 3, 3, 0, 13,0.5613828, -0.7554063, 3.055416
1.0, 3, 3, 0, 14,0.7382203, -0.7566037, 2.776713
1.0, 3, 3, 0, 15,0.5363843, -0.8131952, 3.03889
1.0, 3, 3, 0, 16,0.7084743, -0.8313164, 2.753108
1.0, 3, 3, 1, 1,0.5305981, 0.8089868, 3.01077
1.0, 3, 3, 1, 2,0.6030104, 0.5965155, 2.990061
1.0, 3, 3, 1, 3,0.5599136, 0.2250812, 2.934325
1.0, 3, 3, 1, 4,0.4716252, 0.4429263, 3.051792
1.0, 3, 3, 1, 5,0.6647441, 0.4530308, 2.853668
1.0, 3, 3, 1, 6,0.4040143, -0.152188, 3.053018
1.0, 3, 3, 1, 7,0.6746832, -0.1287283, 2.684733
1.0, 3, 3, 1, 8,0.5513486, 0.150873, 2.926553
1.0, 3, 3, 1, 9,0.500147, 0.08060996, 2.969103
1.0, 3, 3, 1, 10,0.5865052, 0.08484458, 2.860003
1.0, 3, 3, 1, 11,0.5300675, -0.4020954, 3.011366
1.0, 3, 3, 1, 12,0.673813, -0.385329, 2.805388
1.0, 3, 3, 1, 13,0.5602227, -0.7518778, 3.052824
1.0, 3, 3, 1, 14,0.7379404, -0.7565209, 2.776603
1.0, 3, 3, 1, 15,0.5398057, -0.8131319, 3.040645
1.0, 3, 3, 1, 16,0.7085225, -0.8313174, 2.753139
1.0, 3, 3, 2, 1,0.530226, 0.8089797, 3.010372
1.0, 3, 3, 2, 2,0.6037306, 0.5968721, 2.99053
1.0, 3, 3, 2, 3,0.5599667, 0.2251436, 2.93426
1.0, 3, 3, 2, 4,0.4713861, 0.4427964, 3.051916
1.0, 3, 3, 2, 5,0.6645476, 0.4533881, 2.853642
1.0, 3, 3, 2, 6,0.4024369, -0.1510348, 3.047325
1.0, 3, 3, 2, 7,0.6746064, -0.1292581, 2.684875
1.0, 3, 3, 2, 8,0.551361, 0.1509059, 2.926461
1.0, 3, 3, 2, 9,0.5001301, 0.08063677, 2.968947
1.0, 3, 3, 2, 10,0.5865372, 0.08509759, 2.859976
1.0, 3, 3, 2, 11,0.5299586, -0.4007762, 3.010694
1.0, 3, 3, 2, 12,0.6740482, -0.3853189, 2.804683
1.0, 3, 3, 2, 13,0.5601082, -0.7505222, 3.051103
1.0, 3, 3, 2, 14,0.7384772, -0.7561478, 2.777127
1.0, 3, 3, 2, 15,0.5399603, -0.8129629, 3.04038
1.0, 3, 3, 2, 16,0.7086005, -0.8313875, 2.753209
1.0, 3, 3, 3, 1,0.5296113, 0.8103147, 3.010567
1.0, 3, 3, 3, 2,0.6037043, 0.5982687, 2.990651
1.0, 3, 3, 3, 3,0.5599583, 0.2256882, 2.934094
1.0, 3, 3, 3, 4,0.4708507, 0.4453584, 3.054378
1.0, 3, 3, 3, 5,0.6644957, 0.4535632, 2.853039
1.0, 3, 3, 3, 6,0.4024442, -0.1510119, 3.0474
1.0, 3, 3, 3, 7,0.675401, -0.1297662, 2.684754
1.0, 3, 3, 3, 8,0.5513414, 0.1513171, 2.926265
1.0, 3, 3, 3, 9,0.5000395, 0.08142096, 2.968621
1.0, 3, 3, 3, 10,0.5865669, 0.08527356, 2.859837
1.0, 3, 3, 3, 11,0.5301784, -0.3998154, 3.010288
1.0, 3, 3, 3, 12,0.6742074, -0.3853782, 2.804202
1.0, 3, 3, 3, 13,0.5602023, -0.7508389, 3.051462
1.0, 3, 3, 3, 14,0.7385423, -0.7558502, 2.778051
1.0, 3, 3, 3, 15,0.5399188, -0.8132167, 3.040278
1.0, 3, 3, 3, 16,0.708932, -0.831735, 2.753312
1.0, 3, 3, 4, 1,0.5296876, 0.8102728, 3.010359
1.0, 3, 3, 4, 2,0.6036778, 0.5982708, 2.990649
1.0, 3, 3, 4, 3,0.5599483, 0.225704, 2.934162
1.0, 3, 3, 4, 4,0.4706502, 0.4452484, 3.054514
1.0, 3, 3, 4, 5,0.665795, 0.4541546, 2.852935
1.0, 3, 3, 4, 6,0.4028231, -0.1512771, 3.047657
1.0, 3, 3, 4, 7,0.6756237, -0.1300028, 2.684904
1.0, 3, 3, 4, 8,0.5513272, 0.1513366, 2.926347
1.0, 3, 3, 4, 9,0.4998186, 0.081358, 2.968651
1.0, 3, 3, 4, 10,0.5867177, 0.08535886, 2.860086
1.0, 3, 3, 4, 11,0.5306275, -0.3987699, 3.009605
1.0, 3, 3, 4, 12,0.6745565, -0.3844646, 2.803844
1.0, 3, 3, 4, 13,0.5587673, -0.7490641, 3.049275
1.0, 3, 3, 4, 14,0.7388104, -0.7556638, 2.778281
1.0, 3, 3, 4, 15,0.538871, -0.8108815, 3.044276
1.0, 3, 3, 4, 16,0.709046, -0.8318564, 2.752899
1.0, 3, 3, 5, 1,0.5296872, 0.8102519, 3.010351
1.0, 3, 3, 5, 2,0.6037039, 0.5982459, 2.990741
1.0, 3, 3, 5, 3,0.5599712, 0.2256777, 2.934128
1.0, 3, 3, 5, 4,0.4708463, 0.4450123, 3.055288
1.0, 3, 3, 5, 5,0.6656268, 0.4541546, 2.852796
1.0, 3, 3, 5, 6,0.4028879, -0.1512117, 3.047618
1.0, 3, 3, 5, 7,0.675784, -0.1302277, 2.684873
1.0, 3, 3, 5, 8,0.5513518, 0.1512927, 2.926261
1.0, 3, 3, 5, 9,0.4999501, 0.08144656, 2.968174
1.0, 3, 3, 5, 10,0.5867315, 0.08541858, 2.860114
1.0, 3, 3, 5, 11,0.5304504, -0.3984649, 3.009515
1.0, 3, 3, 5, 12,0.674031, -0.3849007, 2.803588
1.0, 3, 3, 5, 13,0.558613, -0.7485417, 3.048219
1.0, 3, 3, 5, 14,0.7383822, -0.7559863, 2.780008
1.0, 3, 3, 5, 15,0.5390859, -0.8108094, 3.044059
1.0, 3, 3, 5, 16,0.7092143, -0.8315659, 2.752835
1.0, 3, 3, 6, 1,0.5291728, 0.8099928, 3.011112
