action,subject,trial,frame,skeleton_joint,x,y,z
1.0, 4, 3, 0, 1,0.5584526, 0.8266608, 3.045316
1.0, 4, 3, 0, 2,0.6217138, 0.6106618, 3.021457
1.0, 4, 3, 0, 3,0.5680133, 0.233091, 2.952268
1.0, 4, 3, 0, 4,0.4777064, 0.4610092, 3.08268
1.0, 4, 3, 0, 5,0.6747439, 0.4664213, 2.856838
1.0, 4, 3, 0, 6,0.3921602, -0.1405267, 3.025015
1.0, 4, 3, 0, 7,0.6466453, -0.1228618, 2.673383
1.0, 4, 3, 0, 8,0.5572731, 0.1575769, 2.942
1.0, 4, 3, 0, 9,0.502766, 0.08482754, 2.986089
1.0, 4, 3, 0, 10,0.5914329, 0.08726296, 2.868211
1.0, 4, 3, 0, 11,0.5365692, -0.395033, 3.010183
1.0, 4, 3, 0, 12,0.673197, -0.3824247, 2.80225
1.0, 4, 3, 0, 13,0.5626904, -0.746206, 3.046618
1.0, 4, 3, 0, 14,0.7409579, -0.7524527, 2.786212
1.0, 4, 3, 0, 15,0.4890259, -0.7864295, 2.981369
1.0, 4, 3, 0, 16,0.7120785, -0.8298651, 2.749621
1.0, 4, 3, 1, 1,0.5590463, 0.8268651, 3.043838
1.0, 4, 3, 1, 2,0.620887, 0.6104832, 3.02175
1.0, 4, 3, 1, 3,0.5676721, 0.2326473, 2.952399
1.0, 4, 3, 1, 4,0.4775222, 0.4598754, 3.080703
1.0, 4, 3, 1, 5,0.6731204, 0.4655824, 2.857647
1.0, 4, 3, 1, 6,0.3919907, -0.1402024, 3.024358
1.0, 4, 3, 1, 7,0.6466358, -0.1228749, 2.673453
1.0, 4, 3, 1, 8,0.5569892, 0.1570563, 2.942108
1.0, 4, 3, 1, 9,0.5027676, 0.08461379, 2.986149
1.0, 4, 3, 1, 10,0.5911532, 0.08705079, 2.868485
1.0, 4, 3, 1, 11,0.536486, -0.3946784, 3.010215
1.0, 4, 3, 1, 12,0.6732682, -0.3825106, 2.802482
1.0, 4, 3, 1, 13,0.5619907, -0.7467132, 3.046694
1.0, 4, 3, 1, 14,0.7406476, -0.7527456, 2.785525
1.0, 4, 3, 1, 15,0.5039673, -0.7784586, 2.995071
1.0, 4, 3, 1, 16,0.7144485, -0.8249468, 2.752679
1.0, 4, 3, 2, 1,0.5578792, 0.8259988, 3.042139
1.0, 4, 3, 2, 2,0.6205989, 0.6103116, 3.021785
1.0, 4, 3, 2, 3,0.5676821, 0.2326481, 2.952133
1.0, 4, 3, 2, 4,0.4773865, 0.4590611, 3.079719
1.0, 4, 3, 2, 5,0.6730953, 0.4654499, 2.857931
1.0, 4, 3, 2, 6,0.3921981, -0.1418948, 3.024671
1.0, 4, 3, 2, 7,0.6466703, -0.1228217, 2.673416
1.0, 4, 3, 2, 8,0.5570706, 0.157097, 2.9417
1.0, 4, 3, 2, 9,0.502911, 0.08449587, 2.985709
1.0, 4, 3, 2, 10,0.5913343, 0.08711204, 2.867615
1.0, 4, 3, 2, 11,0.5363221, -0.3947975, 3.010329
1.0, 4, 3, 2, 12,0.6735657, -0.3830723, 2.802827
1.0, 4, 3, 2, 13,0.5615962, -0.7465721, 3.047518
1.0, 4, 3, 2, 14,0.7424112, -0.7501894, 2.786141
1.0, 4, 3, 2, 15,0.5015913, -0.779469, 2.993862
1.0, 4, 3, 2, 16,0.7164714, -0.8276008, 2.756218
1.0, 4, 3, 3, 1,0.5584099, 0.8258055, 3.041689
1.0, 4, 3, 3, 2,0.6205098, 0.610099, 3.0219
1.0, 4, 3, 3, 3,0.5674596, 0.2324904, 2.95198
1.0, 4, 3, 3, 4,0.4771485, 0.4613743, 3.074701
1.0, 4, 3, 3, 5,0.6730491, 0.4659226, 2.858167
1.0, 4, 3, 3, 6,0.392935, -0.1407241, 3.02443
1.0, 4, 3, 3, 7,0.646918, -0.1226206, 2.673924
1.0, 4, 3, 3, 8,0.5567976, 0.1569398, 2.941476
1.0, 4, 3, 3, 9,0.5025606, 0.08449463, 2.985201
1.0, 4, 3, 3, 10,0.5910872, 0.08705223, 2.867539
1.0, 4, 3, 3, 11,0.5360936, -0.393831, 3.010005
