action,subject,trial,frame,skeleton_joint,x,y,z
11.0, 4, 1, 0, 1,1.064548, 0.8311483, 2.92706
11.0, 4, 1, 0, 2,1.124843, 0.6568783, 2.896505
11.0, 4, 1, 0, 3,1.067001, 0.25688, 2.861284
11.0, 4, 1, 0, 4,1.029205, 0.5241593, 3.061809
11.0, 4, 1, 0, 5,1.16598, 0.5130509, 2.766758
11.0, 4, 1, 0, 6,0.9384368, -0.05318625, 3.000108
11.0, 4, 1, 0, 7,1.075034, 0.001300335, 2.628789
11.0, 4, 1, 0, 8,1.055432, 0.1768803, 2.857865
11.0, 4, 1, 0, 9,1.015935, 0.1190574, 2.904124
11.0, 4, 1, 0, 10,1.077484, 0.1140586, 2.798167
11.0, 4, 1, 0, 11,1.051362, -0.3671919, 2.978781
11.0, 4, 1, 0, 12,1.140975, -0.3240616, 2.679414
11.0, 4, 1, 0, 13,1.065347, -0.7260107, 2.985597
11.0, 4, 1, 0, 14,1.184855, -0.6917937, 2.600055
11.0, 4, 1, 0, 15,1.00987, -0.7927625, 2.967217
11.0, 4, 1, 0, 16,1.136986, -0.770093, 2.560197
11.0, 4, 1, 1, 1,1.064439, 0.8312313, 2.92703
11.0, 4, 1, 1, 2,1.12323, 0.6567938, 2.896606
11.0, 4, 1, 1, 3,1.066759, 0.256827, 2.861469
11.0, 4, 1, 1, 4,1.029694, 0.526023, 3.060437
11.0, 4, 1, 1, 5,1.165752, 0.5129913, 2.766865
11.0, 4, 1, 1, 6,0.9318541, -0.060959, 2.990681
11.0, 4, 1, 1, 7,1.065237, -0.01358499, 2.625498
11.0, 4, 1, 1, 8,1.055304, 0.1768312, 2.85805
11.0, 4, 1, 1, 9,1.015958, 0.1191882, 2.904333
11.0, 4, 1, 1, 10,1.07729, 0.1138354, 2.798453
11.0, 4, 1, 1, 11,1.051579, -0.3662404, 2.978804
11.0, 4, 1, 1, 12,1.141038, -0.3241087, 2.67943
11.0, 4, 1, 1, 13,1.064626, -0.7252213, 2.984527
11.0, 4, 1, 1, 14,1.184615, -0.6926865, 2.599917
11.0, 4, 1, 1, 15,1.00952, -0.7907789, 2.966215
11.0, 4, 1, 1, 16,1.137382, -0.7703931, 2.56041
11.0, 4, 1, 2, 1,1.064425, 0.8311921, 2.927006
11.0, 4, 1, 2, 2,1.122783, 0.6564496, 2.896806
11.0, 4, 1, 2, 3,1.066486, 0.2567708, 2.861925
11.0, 4, 1, 2, 4,1.030118, 0.5278632, 3.060509
11.0, 4, 1, 2, 5,1.165629, 0.5128696, 2.766903
11.0, 4, 1, 2, 6,0.9330696, -0.03515043, 2.984396
11.0, 4, 1, 2, 7,1.068182, -0.007445678, 2.626389
11.0, 4, 1, 2, 8,1.055069, 0.17683, 2.858585
11.0, 4, 1, 2, 9,1.015847, 0.1195183, 2.905112
11.0, 4, 1, 2, 10,1.076932, 0.1134345, 2.799008
11.0, 4, 1, 2, 11,1.052187, -0.3648896, 2.978519
11.0, 4, 1, 2, 12,1.141055, -0.3240997, 2.679386
11.0, 4, 1, 2, 13,1.065036, -0.7212589, 2.984807
11.0, 4, 1, 2, 14,1.184397, -0.6933067, 2.599872
11.0, 4, 1, 2, 15,1.009478, -0.7901942, 2.965886
11.0, 4, 1, 2, 16,1.137391, -0.7705674, 2.560474
11.0, 4, 1, 3, 1,1.063958, 0.8301678, 2.927122
11.0, 4, 1, 3, 2,1.122665, 0.6566033, 2.896815
11.0, 4, 1, 3, 3,1.06633, 0.2568051, 2.862118
11.0, 4, 1, 3, 4,1.030903, 0.5325068, 3.062689
11.0, 4, 1, 3, 5,1.165333, 0.5133233, 2.767309
11.0, 4, 1, 3, 6,0.9325624, -0.03655662, 2.984298
11.0, 4, 1, 3, 7,1.066014, -0.01833628, 2.62456
11.0, 4, 1, 3, 8,1.054906, 0.1768369, 2.858833
11.0, 4, 1, 3, 9,1.01577, 0.1197722, 2.905523
11.0, 4, 1, 3, 10,1.076616, 0.113145, 2.799289
11.0, 4, 1, 3, 11,1.052338, -0.3650202, 2.978578
11.0, 4, 1, 3, 12,1.141249, -0.3245466, 2.679095
11.0, 4, 1, 3, 13,1.06518, -0.7209703, 2.984752
11.0, 4, 1, 3, 14,1.184417, -0.6933305, 2.599863
11.0, 4, 1, 3, 15,1.011574, -0.7889214, 2.965422
11.0, 4, 1, 3, 16,1.137574, -0.7698508, 2.558339
11.0, 4, 1, 4, 1,1.064043, 0.8293368, 2.926623
11.0, 4, 1, 4, 2,1.122307, 0.6559304, 2.896726
11.0, 4, 1, 4, 3,1.066092, 0.2567441, 2.862269
11.0, 4, 1, 4, 4,1.030868, 0.532781, 3.062018
11.0, 4, 1, 4, 5,1.16516, 0.5131843, 2.767156
11.0, 4, 1, 4, 6,0.9323133, -0.03650569, 2.98404
11.0, 4, 1, 4, 7,1.064513, -0.01164623, 2.625775
11.0, 4, 1, 4, 8,1.054667, 0.1768514, 2.859037
11.0, 4, 1, 4, 9,1.015588, 0.1199978, 2.905736
11.0, 4, 1, 4, 10,1.076276, 0.1130057, 2.799588
11.0, 4, 1, 4, 11,1.052285, -0.3641791, 2.978344
11.0, 4, 1, 4, 12,1.141228, -0.3244348, 2.679062
11.0, 4, 1, 4, 13,1.065647, -0.7215342, 2.984118
11.0, 4, 1, 4, 14,1.18409, -0.6932324, 2.599483
11.0, 4, 1, 4, 15,1.011514, -0.7884539, 2.965995
11.0, 4, 1, 4, 16,1.138142, -0.7699671, 2.558525
11.0, 4, 1, 5, 1,1.064098, 0.829357, 2.926634
11.0, 4, 1, 5, 2,1.121924, 0.6559549, 2.896824
11.0, 4, 1, 5, 3,1.065973, 0.2567488, 2.86239
11.0, 4, 1, 5, 4,1.030263, 0.5297887, 3.059774
11.0, 4, 1, 5, 5,1.16492, 0.5132333, 2.767245
11.0, 4, 1, 5, 6,0.9317132, -0.03710853, 2.983893
11.0, 4, 1, 5, 7,1.069754, -0.01447026, 2.626548
11.0, 4, 1, 5, 8,1.054595, 0.1768568, 2.859156
11.0, 4, 1, 5, 9,1.015579, 0.1199502, 2.905805
11.0, 4, 1, 5, 10,1.076203, 0.1131998, 2.7998
11.0, 4, 1, 5, 11,1.051873, -0.3641598, 2.978204
11.0, 4, 1, 5, 12,1.141182, -0.3245129, 2.679054
11.0, 4, 1, 5, 13,1.066167, -0.7215207, 2.984563
11.0, 4, 1, 5, 14,1.183953, -0.6932833, 2.599222
11.0, 4, 1, 5, 15,1.012402, -0.7882884, 2.966187
11.0, 4, 1, 5, 16,1.138223, -0.7701415, 2.558702
11.0, 4, 1, 6, 1,1.06397, 0.8298194, 2.926337
11.0, 4, 1, 6, 2,1.121842, 0.6560118, 2.896611
11.0, 4, 1, 6, 3,1.065851, 0.2568907, 2.862334
11.0, 4, 1, 6, 4,1.030606, 0.532056, 3.06111
11.0, 4, 1, 6, 5,1.16489, 0.5133112, 2.767211
11.0, 4, 1, 6, 6,0.9312426, -0.03780961, 2.984649
11.0, 4, 1, 6, 7,1.069644, -0.01482913, 2.623635
11.0, 4, 1, 6, 8,1.054466, 0.1770315, 2.859128
11.0, 4, 1, 6, 9,1.015452, 0.1202727, 2.905903
11.0, 4, 1, 6, 10,1.076061, 0.11317, 2.79969
11.0, 4, 1, 6, 11,1.051837, -0.3640422, 2.978175
11.0, 4, 1, 6, 12,1.141209, -0.3245989, 2.679043
11.0, 4, 1, 6, 13,1.066277, -0.7213151, 2.984697
11.0, 4, 1, 6, 14,1.183978, -0.6929935, 2.599152
11.0, 4, 1, 6, 15,1.012302, -0.7880508, 2.966143
11.0, 4, 1, 6, 16,1.138217, -0.7700911, 2.558622
11.0, 4, 1, 7, 1,1.063617, 0.8299803, 2.925977
11.0, 4, 1, 7, 2,1.121732, 0.6560644, 2.896252
11.0, 4, 1, 7, 3,1.065687, 0.2569418, 2.86231
11.0, 4, 1, 7, 4,1.029692, 0.5304749, 3.061713
11.0, 4, 1, 7, 5,1.164773, 0.5134549, 2.76727
11.0, 4, 1, 7, 6,0.9310185, -0.03871124, 2.984714
11.0, 4, 1, 7, 7,1.073063, -0.01053877, 2.62477
11.0, 4, 1, 7, 8,1.05428, 0.177093, 2.859154
11.0, 4, 1, 7, 9,1.015236, 0.1202908, 2.905869
11.0, 4, 1, 7, 10,1.07584, 0.1135323, 2.799943
11.0, 4, 1, 7, 11,1.05183, -0.3640691, 2.978148
11.0, 4, 1, 7, 12,1.141165, -0.3244933, 2.678968
11.0, 4, 1, 7, 13,1.066482, -0.7212821, 2.985038
11.0, 4, 1, 7, 14,1.183964, -0.6923522, 2.599384
11.0, 4, 1, 7, 15,1.012246, -0.7876437, 2.966169
11.0, 4, 1, 7, 16,1.139857, -0.7695045, 2.558915
11.0, 4, 1, 8, 1,1.06322, 0.8302228, 2.925754
11.0, 4, 1, 8, 2,1.121541, 0.6560598, 2.896137
11.0, 4, 1, 8, 3,1.065418, 0.2572766, 2.862346
11.0, 4, 1, 8, 4,1.029017, 0.5284322, 3.061995
11.0, 4, 1, 8, 5,1.164765, 0.5134676, 2.76723
11.0, 4, 1, 8, 6,0.9304436, -0.03980798, 2.984396
11.0, 4, 1, 8, 7,1.071488, -0.01194338, 2.623935
11.0, 4, 1, 8, 8,1.054, 0.1775472, 2.859238
11.0, 4, 1, 8, 9,1.014924, 0.1203344, 2.906092
11.0, 4, 1, 8, 10,1.075645, 0.1139493, 2.799807
11.0, 4, 1, 8, 11,1.051856, -0.3638617, 2.978012
11.0, 4, 1, 8, 12,1.141088, -0.3249263, 2.678729
11.0, 4, 1, 8, 13,1.065336, -0.7213378, 2.983924
11.0, 4, 1, 8, 14,1.184306, -0.6925479, 2.599682
11.0, 4, 1, 8, 15,1.01211, -0.7875067, 2.96584
11.0, 4, 1, 8, 16,1.139776, -0.7695193, 2.559342
11.0, 4, 1, 9, 1,1.062958, 0.8298268, 2.925072
11.0, 4, 1, 9, 2,1.121027, 0.6549814, 2.895462
11.0, 4, 1, 9, 3,1.064792, 0.2565888, 2.862629
11.0, 4, 1, 9, 4,1.028361, 0.5258096, 3.060015
11.0, 4, 1, 9, 5,1.164753, 0.5134782, 2.767132
11.0, 4, 1, 9, 6,0.9278733, -0.04986925, 2.98345
11.0, 4, 1, 9, 7,1.071176, -0.01192912, 2.623577
11.0, 4, 1, 9, 8,1.053336, 0.1768727, 2.859701
11.0, 4, 1, 9, 9,1.013542, 0.117381, 2.906521
11.0, 4, 1, 9, 10,1.075057, 0.1147193, 2.800842
11.0, 4, 1, 9, 11,1.05205, -0.3639371, 2.978453
11.0, 4, 1, 9, 12,1.14108, -0.3250442, 2.67874
11.0, 4, 1, 9, 13,1.065132, -0.7212323, 2.983736
11.0, 4, 1, 9, 14,1.184564, -0.6918151, 2.599973
11.0, 4, 1, 9, 15,1.012107, -0.7875111, 2.965839
11.0, 4, 1, 9, 16,1.140023, -0.7675238, 2.557381
11.0, 4, 1, 10, 1,1.062783, 0.8301427, 2.924395
11.0, 4, 1, 10, 2,1.12078, 0.6552567, 2.89549
11.0, 4, 1, 10, 3,1.0641, 0.2569291, 2.863455
11.0, 4, 1, 10, 4,1.0293, 0.5302398, 3.06111
11.0, 4, 1, 10, 5,1.164441, 0.5137081, 2.76687
11.0, 4, 1, 10, 6,0.9275713, -0.05067222, 2.983331
11.0, 4, 1, 10, 7,1.070963, -0.01332168, 2.622015
11.0, 4, 1, 10, 8,1.052552, 0.1772228, 2.860778
11.0, 4, 1, 10, 9,1.013081, 0.1170837, 2.907338
11.0, 4, 1, 10, 10,1.073659, 0.1169686, 2.802953
11.0, 4, 1, 10, 11,1.051694, -0.3639671, 2.978184
11.0, 4, 1, 10, 12,1.140945, -0.3249898, 2.678546
11.0, 4, 1, 10, 13,1.065688, -0.7200668, 2.985184
11.0, 4, 1, 10, 14,1.184363, -0.6916847, 2.599837
11.0, 4, 1, 10, 15,1.012814, -0.7870641, 2.965146
11.0, 4, 1, 10, 16,1.13983, -0.7678466, 2.557307
11.0, 4, 1, 11, 1,1.062639, 0.8308856, 2.924509
11.0, 4, 1, 11, 2,1.120356, 0.6555528, 2.895619
11.0, 4, 1, 11, 3,1.063673, 0.2571626, 2.863852
11.0, 4, 1, 11, 4,1.029563, 0.5312026, 3.061179
11.0, 4, 1, 11, 5,1.164022, 0.5144107, 2.767027
11.0, 4, 1, 11, 6,0.927763, -0.0483091, 2.983481
11.0, 4, 1, 11, 7,1.07088, -0.01286833, 2.621064
11.0, 4, 1, 11, 8,1.052155, 0.1774431, 2.861211
