action,subject,trial,frame,skeleton_joint,x,y,z
11.0, 2, 2, 0, 1,1.081718, 0.8739426, 2.939225
11.0, 2, 2, 0, 2,1.145529, 0.6586706, 2.895695
11.0, 2, 2, 0, 3,1.075041, 0.2569242, 2.861243
11.0, 2, 2, 0, 4,1.053909, 0.5191693, 3.055921
11.0, 2, 2, 0, 5,1.178532, 0.5139806, 2.763865
11.0, 2, 2, 0, 6,0.9562671, -0.04976451, 3.014793
11.0, 2, 2, 0, 7,1.115197, -0.009117573, 2.600363
11.0, 2, 2, 0, 8,1.060943, 0.1765749, 2.858008
11.0, 2, 2, 0, 9,1.022317, 0.1174088, 2.906265
11.0, 2, 2, 0, 10,1.078397, 0.1150738, 2.796575
11.0, 2, 2, 0, 11,1.063861, -0.3672176, 2.978283
11.0, 2, 2, 0, 12,1.147867, -0.3331106, 2.672644
11.0, 2, 2, 0, 13,1.064412, -0.7211494, 2.992015
11.0, 2, 2, 0, 14,1.183179, -0.7067685, 2.596699
11.0, 2, 2, 0, 15,1.001716, -0.7932126, 2.987467
11.0, 2, 2, 0, 16,1.130699, -0.7825136, 2.547095
11.0, 2, 2, 1, 1,1.082035, 0.8733854, 2.934437
11.0, 2, 2, 1, 2,1.14589, 0.6582515, 2.895449
11.0, 2, 2, 1, 3,1.075042, 0.2569473, 2.861221
11.0, 2, 2, 1, 4,1.054526, 0.5205883, 3.056947
11.0, 2, 2, 1, 5,1.178541, 0.5139757, 2.764051
11.0, 2, 2, 1, 6,0.9560838, -0.04963683, 3.014526
11.0, 2, 2, 1, 7,1.113443, -0.01121252, 2.600387
11.0, 2, 2, 1, 8,1.060919, 0.1766494, 2.857984
11.0, 2, 2, 1, 9,1.022273, 0.1174913, 2.90636
11.0, 2, 2, 1, 10,1.078203, 0.1149225, 2.796291
11.0, 2, 2, 1, 11,1.063833, -0.3671649, 2.978182
11.0, 2, 2, 1, 12,1.148169, -0.3334091, 2.672663
11.0, 2, 2, 1, 13,1.064417, -0.7211996, 2.992049
11.0, 2, 2, 1, 14,1.183394, -0.7075723, 2.597053
11.0, 2, 2, 1, 15,1.028047, -0.7888693, 2.943777
11.0, 2, 2, 1, 16,1.130802, -0.7823908, 2.547058
11.0, 2, 2, 2, 1,1.079378, 0.8712797, 2.929961
