action,subject,trial,frame,skeleton_joint,x,y,z
11.0, 8, 1, 0, 1,0.7762927, 0.8197911, 3.088248
11.0, 8, 1, 0, 2,0.8239444, 0.6530303, 3.060651
11.0, 8, 1, 0, 3,0.7603989, 0.253515, 2.980829
11.0, 8, 1, 0, 4,0.6904891, 0.5167181, 3.157246
11.0, 8, 1, 0, 5,0.8948373, 0.5065801, 2.933429
11.0, 8, 1, 0, 6,0.5834789, -0.1077706, 2.996223
11.0, 8, 1, 0, 7,0.8096127, -0.05641791, 2.732024
11.0, 8, 1, 0, 8,0.7476897, 0.1736119, 2.9686
11.0, 8, 1, 0, 9,0.6911679, 0.1096056, 3.004811
11.0, 8, 1, 0, 10,0.7831246, 0.1050435, 2.902709
11.0, 8, 1, 0, 11,0.7182453, -0.3630834, 3.050798
11.0, 8, 1, 0, 12,0.8689281, -0.355442, 2.82488
11.0, 8, 1, 0, 13,0.7249069, -0.7075508, 3.087587
11.0, 8, 1, 0, 14,0.9011099, -0.7067367, 2.764028
11.0, 8, 1, 0, 15,0.6574209, -0.7998611, 3.079442
11.0, 8, 1, 0, 16,0.856875, -0.7947977, 2.70153
11.0, 8, 1, 1, 1,0.7765511, 0.8199728, 3.088115
11.0, 8, 1, 1, 2,0.8239262, 0.6530361, 3.060256
11.0, 8, 1, 1, 3,0.7603562, 0.2536935, 2.980619
11.0, 8, 1, 1, 4,0.6904929, 0.5167216, 3.156922
11.0, 8, 1, 1, 5,0.8948818, 0.5064874, 2.933165
11.0, 8, 1, 1, 6,0.5964351, -0.05336273, 3.020012
11.0, 8, 1, 1, 7,0.815104, -0.04355897, 2.73409
11.0, 8, 1, 1, 8,0.7476308, 0.1738818, 2.968461
11.0, 8, 1, 1, 9,0.6910748, 0.1099932, 3.004688
11.0, 8, 1, 1, 10,0.7830665, 0.1053492, 2.902744
11.0, 8, 1, 1, 11,0.7187942, -0.3723417, 3.052979
11.0, 8, 1, 1, 12,0.8691642, -0.3552127, 2.824653
11.0, 8, 1, 1, 13,0.7248375, -0.7208165, 3.091023
11.0, 8, 1, 1, 14,0.9022809, -0.7057806, 2.764084
11.0, 8, 1, 1, 15,0.6608884, -0.8067498, 3.068046
11.0, 8, 1, 1, 16,0.8567274, -0.794773, 2.701705
11.0, 8, 1, 2, 1,0.7768879, 0.8208365, 3.090452
11.0, 8, 1, 2, 2,0.8240387, 0.6530436, 3.060489
11.0, 8, 1, 2, 3,0.7603407, 0.2537543, 2.980812
11.0, 8, 1, 2, 4,0.6905473, 0.5160802, 3.159589
11.0, 8, 1, 2, 5,0.8949739, 0.5067166, 2.9332
11.0, 8, 1, 2, 6,0.5970983, -0.04922523, 3.021392
11.0, 8, 1, 2, 7,0.8130939, -0.04556339, 2.732409
11.0, 8, 1, 2, 8,0.7475935, 0.1739509, 2.968652
11.0, 8, 1, 2, 9,0.6909801, 0.1099296, 3.004957
11.0, 8, 1, 2, 10,0.7830244, 0.1054364, 2.902854
11.0, 8, 1, 2, 11,0.7191464, -0.3729728, 3.053367
11.0, 8, 1, 2, 12,0.8691542, -0.3552863, 2.824868
11.0, 8, 1, 2, 13,0.7242957, -0.7223443, 3.090481
11.0, 8, 1, 2, 14,0.9021261, -0.7060628, 2.763843
11.0, 8, 1, 2, 15,0.6616923, -0.8080673, 3.066152
11.0, 8, 1, 2, 16,0.8567322, -0.7948025, 2.701855
11.0, 8, 1, 3, 1,0.7772505, 0.8200654, 3.089762
11.0, 8, 1, 3, 2,0.8238918, 0.6530097, 3.060746
11.0, 8, 1, 3, 3,0.7603455, 0.2537467, 2.980893
