action,subject,trial,frame,skeleton_joint,x,y,z
1.0, 5, 4, 0, 1,0.6263074, 0.7868464, 3.052062
1.0, 5, 4, 0, 2,0.6505127, 0.592868, 3.003341
1.0, 5, 4, 0, 3,0.5872055, 0.2326803, 2.947437
1.0, 5, 4, 0, 4,0.4989953, 0.4466075, 3.084013
1.0, 5, 4, 0, 5,0.7217917, 0.4527594, 2.867037
1.0, 5, 4, 0, 6,0.4082642, -0.1603412, 2.990205
1.0, 5, 4, 0, 7,0.6980349, -0.1237781, 2.684686
1.0, 5, 4, 0, 8,0.5745441, 0.1606428, 2.9397
1.0, 5, 4, 0, 9,0.5114313, 0.08538826, 2.983748
1.0, 5, 4, 0, 10,0.6116897, 0.08815664, 2.869083
1.0, 5, 4, 0, 11,0.5388559, -0.3993339, 2.99
1.0, 5, 4, 0, 12,0.703712, -0.3827559, 2.809011
1.0, 5, 4, 0, 13,0.570475, -0.7461741, 3.034967
1.0, 5, 4, 0, 14,0.7636063, -0.7563296, 2.768911
1.0, 5, 4, 0, 15,0.5262829, -0.8296895, 3.020226
1.0, 5, 4, 0, 16,0.737655, -0.8378148, 2.7431
1.0, 5, 4, 1, 1,0.6247283, 0.7892984, 3.050722
1.0, 5, 4, 1, 2,0.6511563, 0.5941448, 3.003334
1.0, 5, 4, 1, 3,0.5872514, 0.2327944, 2.947233
1.0, 5, 4, 1, 4,0.4988874, 0.4464817, 3.084982
1.0, 5, 4, 1, 5,0.7219545, 0.452964, 2.866861
1.0, 5, 4, 1, 6,0.4014748, -0.1674335, 2.978507
1.0, 5, 4, 1, 7,0.6977755, -0.1403451, 2.672219
1.0, 5, 4, 1, 8,0.574555, 0.1606872, 2.939485
1.0, 5, 4, 1, 9,0.5113831, 0.085702, 2.982934
1.0, 5, 4, 1, 10,0.6117779, 0.08855216, 2.869146
1.0, 5, 4, 1, 11,0.5394577, -0.3992249, 2.990463
1.0, 5, 4, 1, 12,0.7028388, -0.3825259, 2.807653
1.0, 5, 4, 1, 13,0.5704384, -0.7461764, 3.034549
1.0, 5, 4, 1, 14,0.7636268, -0.7561684, 2.768774
1.0, 5, 4, 1, 15,0.5273563, -0.8294523, 3.021021
1.0, 5, 4, 1, 16,0.7374471, -0.8384974, 2.743699
1.0, 5, 4, 2, 1,0.6236771, 0.7889891, 3.048673
1.0, 5, 4, 2, 2,0.6521165, 0.5974871, 3.007524
1.0, 5, 4, 2, 3,0.58721, 0.2328838, 2.947638
1.0, 5, 4, 2, 4,0.4991815, 0.4461845, 3.084248
1.0, 5, 4, 2, 5,0.721986, 0.4534927, 2.86731
1.0, 5, 4, 2, 6,0.4011405, -0.1700507, 2.977927
1.0, 5, 4, 2, 7,0.6977394, -0.1402834, 2.672395
