action,subject,trial,frame,skeleton_joint,x,y,z
11.0, 3, 1, 0, 1,1.053228, 0.8689171, 2.915147
11.0, 3, 1, 0, 2,1.121282, 0.6578931, 2.898231
11.0, 3, 1, 0, 3,1.066247, 0.254394, 2.862964
11.0, 3, 1, 0, 4,1.037752, 0.5352613, 3.060786
11.0, 3, 1, 0, 5,1.158671, 0.5151922, 2.768768
11.0, 3, 1, 0, 6,0.9363326, -0.006235553, 3.001364
11.0, 3, 1, 0, 7,1.06687, -0.02820654, 2.607739
11.0, 3, 1, 0, 8,1.055239, 0.1736941, 2.859545
11.0, 3, 1, 0, 9,1.02009, 0.11998, 2.905398
11.0, 3, 1, 0, 10,1.074504, 0.1109489, 2.80081
11.0, 3, 1, 0, 11,1.054628, -0.3640451, 2.97927
11.0, 3, 1, 0, 12,1.145517, -0.333469, 2.680082
11.0, 3, 1, 0, 13,1.069748, -0.7243438, 2.994336
11.0, 3, 1, 0, 14,1.187631, -0.7086163, 2.601048
11.0, 3, 1, 0, 15,1.014462, -0.7884924, 2.977159
11.0, 3, 1, 0, 16,1.142569, -0.7726783, 2.56266
11.0, 3, 1, 1, 1,1.052592, 0.8697656, 2.914894
11.0, 3, 1, 1, 2,1.121244, 0.6573794, 2.897755
11.0, 3, 1, 1, 3,1.066103, 0.2545163, 2.862796
11.0, 3, 1, 1, 4,1.036466, 0.529614, 3.063366
11.0, 3, 1, 1, 5,1.158801, 0.515068, 2.768745
11.0, 3, 1, 1, 6,0.9363618, -0.006273894, 3.001331
11.0, 3, 1, 1, 7,1.06687, -0.0282061, 2.607735
11.0, 3, 1, 1, 8,1.055035, 0.1739473, 2.859372
11.0, 3, 1, 1, 9,1.019615, 0.1196784, 2.905452
11.0, 3, 1, 1, 10,1.074279, 0.1113558, 2.800236
11.0, 3, 1, 1, 11,1.055118, -0.3642005, 2.979297
11.0, 3, 1, 1, 12,1.145278, -0.332301, 2.680149
11.0, 3, 1, 1, 13,1.069735, -0.723828, 2.994191
11.0, 3, 1, 1, 14,1.186273, -0.6996987, 2.600609
11.0, 3, 1, 1, 15,1.014625, -0.7884594, 2.976985
11.0, 3, 1, 1, 16,1.142372, -0.7723185, 2.562518
11.0, 3, 1, 2, 1,1.052748, 0.8696473, 2.914752
11.0, 3, 1, 2, 2,1.121564, 0.6575451, 2.897593
11.0, 3, 1, 2, 3,1.066062, 0.2547044, 2.862612
11.0, 3, 1, 2, 4,1.03622, 0.5290923, 3.063417
11.0, 3, 1, 2, 5,1.159548, 0.5152239, 2.768326
11.0, 3, 1, 2, 6,0.9362798, -0.007291158, 3.001528
11.0, 3, 1, 2, 7,1.067312, -0.02696089, 2.607684
11.0, 3, 1, 2, 8,1.054927, 0.1741758, 2.859171
11.0, 3, 1, 2, 9,1.019253, 0.1197034, 2.905212
11.0, 3, 1, 2, 10,1.074265, 0.1118154, 2.80003
11.0, 3, 1, 2, 11,1.055118, -0.3638709, 2.979038
11.0, 3, 1, 2, 12,1.14514, -0.3316053, 2.680036
11.0, 3, 1, 2, 13,1.069042, -0.7239509, 2.994108
11.0, 3, 1, 2, 14,1.18581, -0.6977732, 2.599806
11.0, 3, 1, 2, 15,1.016316, -0.7879558, 2.949413
11.0, 3, 1, 2, 16,1.142072, -0.771867, 2.562162
11.0, 3, 1, 3, 1,1.052947, 0.8694949, 2.915008
11.0, 3, 1, 3, 2,1.121662, 0.6576981, 2.897862
11.0, 3, 1, 3, 3,1.066047, 0.2547005, 2.862625
11.0, 3, 1, 3, 4,1.036199, 0.5313243, 3.065194
11.0, 3, 1, 3, 5,1.159762, 0.5154954, 2.768599
11.0, 3, 1, 3, 6,0.9363196, -0.007282391, 3.001492
11.0, 3, 1, 3, 7,1.067299, -0.02685779, 2.60777
11.0, 3, 1, 3, 8,1.054887, 0.1741511, 2.859148
11.0, 3, 1, 3, 9,1.019111, 0.1197654, 2.904996
11.0, 3, 1, 3, 10,1.074262, 0.1118108, 2.800056
11.0, 3, 1, 3, 11,1.055134, -0.363795, 2.979136
11.0, 3, 1, 3, 12,1.145076, -0.3317983, 2.679918
11.0, 3, 1, 3, 13,1.072958, -0.7263789, 2.999311
11.0, 3, 1, 3, 14,1.18558, -0.698807, 2.599182
11.0, 3, 1, 3, 15,1.01345, -0.7852151, 2.956488
