action,subject,trial,frame,skeleton_joint,x,y,z
1.0, 1, 1, 0, 1,0.52756, 0.7548761, 3.011863
1.0, 1, 1, 0, 2,0.6029265, 0.5955673, 2.986831
1.0, 1, 1, 0, 3,0.5509621, 0.225817, 2.933022
1.0, 1, 1, 0, 4,0.4609403, 0.4504165, 3.056776
1.0, 1, 1, 0, 5,0.6543048, 0.450076, 2.839549
1.0, 1, 1, 0, 6,0.4067457, -0.1835381, 3.087949
1.0, 1, 1, 0, 7,0.6568341, -0.154981, 2.673892
1.0, 1, 1, 0, 8,0.5405692, 0.1518669, 2.92573
1.0, 1, 1, 0, 9,0.4872515, 0.08213594, 2.970601
1.0, 1, 1, 0, 10,0.5742655, 0.08198272, 2.857166
1.0, 1, 1, 0, 11,0.5304431, -0.3978657, 3.001498
1.0, 1, 1, 0, 12,0.6685753, -0.365152, 2.793602
1.0, 1, 1, 0, 13,0.5595147, -0.7416386, 3.048759
1.0, 1, 1, 0, 14,0.7402112, -0.7422655, 2.778216
1.0, 1, 1, 0, 15,0.4986913, -0.7754465, 2.993174
1.0, 1, 1, 0, 16,0.7087919, -0.8335237, 2.761798
1.0, 1, 1, 1, 1,0.5270022, 0.7564689, 3.010132
1.0, 1, 1, 1, 2,0.6004932, 0.5990335, 2.98478
1.0, 1, 1, 1, 3,0.5509903, 0.2263189, 2.932683
1.0, 1, 1, 1, 4,0.4611068, 0.449892, 3.057764
1.0, 1, 1, 1, 5,0.6544989, 0.4501267, 2.839402
1.0, 1, 1, 1, 6,0.3990056, -0.1646087, 3.056555
1.0, 1, 1, 1, 7,0.6595521, -0.1539866, 2.674544
1.0, 1, 1, 1, 8,0.5407317, 0.1521526, 2.925512
1.0, 1, 1, 1, 9,0.4875253, 0.08233999, 2.970398
1.0, 1, 1, 1, 10,0.5747346, 0.08248056, 2.857086
1.0, 1, 1, 1, 11,0.5303761, -0.3977987, 3.001407
1.0, 1, 1, 1, 12,0.6681406, -0.3674424, 2.793252
1.0, 1, 1, 1, 13,0.5595232, -0.7422615, 3.048668
1.0, 1, 1, 1, 14,0.7402713, -0.7439321, 2.77813
1.0, 1, 1, 1, 15,0.4975114, -0.7767475, 2.992344
1.0, 1, 1, 1, 16,0.7106093, -0.8308122, 2.756248
1.0, 1, 1, 2, 1,0.5246298, 0.7651888, 3.009846
1.0, 1, 1, 2, 2,0.6006179, 0.5987686, 2.984597
1.0, 1, 1, 2, 3,0.5510122, 0.2264046, 2.932608
1.0, 1, 1, 2, 4,0.4611908, 0.4507295, 3.058677
1.0, 1, 1, 2, 5,0.654195, 0.4499445, 2.839168
1.0, 1, 1, 2, 6,0.3982174, -0.1652422, 3.053732
1.0, 1, 1, 2, 7,0.6599354, -0.1528886, 2.675299
1.0, 1, 1, 2, 8,0.5407674, 0.1522969, 2.925448
1.0, 1, 1, 2, 9,0.4877017, 0.08284238, 2.970338
1.0, 1, 1, 2, 10,0.5747272, 0.0825306, 2.857054
1.0, 1, 1, 2, 11,0.5301505, -0.3973219, 3.001348
1.0, 1, 1, 2, 12,0.6682519, -0.369001, 2.792879
1.0, 1, 1, 2, 13,0.5590208, -0.742253, 3.047795
1.0, 1, 1, 2, 14,0.7404779, -0.7448734, 2.778203
1.0, 1, 1, 2, 15,0.4980515, -0.7760767, 2.992731
1.0, 1, 1, 2, 16,0.7106124, -0.8308842, 2.754205
1.0, 1, 1, 3, 1,0.522119, 0.7723832, 3.008691
1.0, 1, 1, 3, 2,0.6001879, 0.5983057, 2.984368
1.0, 1, 1, 3, 3,0.5509657, 0.2264422, 2.932516
1.0, 1, 1, 3, 4,0.4612328, 0.4505863, 3.058487
1.0, 1, 1, 3, 5,0.6542864, 0.4499769, 2.838526
1.0, 1, 1, 3, 6,0.3984007, -0.1646344, 3.053162
1.0, 1, 1, 3, 7,0.6657293, -0.1384987, 2.674701
1.0, 1, 1, 3, 8,0.5407572, 0.1523573, 2.925369
1.0, 1, 1, 3, 9,0.4877449, 0.08300149, 2.970109
1.0, 1, 1, 3, 10,0.5747629, 0.08275793, 2.857105
1.0, 1, 1, 3, 11,0.5300909, -0.397349, 3.001334
1.0, 1, 1, 3, 12,0.6680654, -0.3702999, 2.792641
1.0, 1, 1, 3, 13,0.5589766, -0.7425399, 3.047802
1.0, 1, 1, 3, 14,0.7402279, -0.7456019, 2.777584
1.0, 1, 1, 3, 15,0.4974535, -0.7766506, 2.992352
1.0, 1, 1, 3, 16,0.7109584, -0.8311947, 2.753191
1.0, 1, 1, 4, 1,0.5205226, 0.7763315, 3.008681
1.0, 1, 1, 4, 2,0.5981915, 0.5967478, 2.984042
1.0, 1, 1, 4, 3,0.550841, 0.2262123, 2.932116
1.0, 1, 1, 4, 4,0.4605084, 0.4507855, 3.060321
1.0, 1, 1, 4, 5,0.6541154, 0.4499939, 2.838541
1.0, 1, 1, 4, 6,0.3983172, -0.1643465, 3.052681
1.0, 1, 1, 4, 7,0.6592749, -0.1601177, 2.674752
1.0, 1, 1, 4, 8,0.5408354, 0.1521974, 2.924938
1.0, 1, 1, 4, 9,0.4879722, 0.08269448, 2.969748
1.0, 1, 1, 4, 10,0.5751371, 0.08225551, 2.856108
1.0, 1, 1, 4, 11,0.5300668, -0.3973466, 3.001449
1.0, 1, 1, 4, 12,0.6679565, -0.3702889, 2.792681
1.0, 1, 1, 4, 13,0.557339, -0.7441096, 3.04626
1.0, 1, 1, 4, 14,0.7401999, -0.7456352, 2.777786
1.0, 1, 1, 4, 15,0.496568, -0.7777666, 2.991768
1.0, 1, 1, 4, 16,0.7107441, -0.8299618, 2.753492
1.0, 1, 1, 5, 1,0.5201353, 0.782084, 3.008751
1.0, 1, 1, 5, 2,0.5984687, 0.5981892, 2.983973
1.0, 1, 1, 5, 3,0.5508053, 0.2264504, 2.932061
1.0, 1, 1, 5, 4,0.4602926, 0.4515409, 3.060256
1.0, 1, 1, 5, 5,0.6540217, 0.4500102, 2.838456
1.0, 1, 1, 5, 6,0.3985295, -0.1641122, 3.052448
1.0, 1, 1, 5, 7,0.6669149, -0.1376912, 2.674686
1.0, 1, 1, 5, 8,0.5408161, 0.1523091, 2.924895
1.0, 1, 1, 5, 9,0.4879633, 0.08309217, 2.969652
1.0, 1, 1, 5, 10,0.5751178, 0.08238599, 2.856228
1.0, 1, 1, 5, 11,0.5300621, -0.3973011, 3.00142
1.0, 1, 1, 5, 12,0.6679539, -0.3714245, 2.792816
1.0, 1, 1, 5, 13,0.5573183, -0.7449278, 3.046339
1.0, 1, 1, 5, 14,0.7396085, -0.748299, 2.777696
1.0, 1, 1, 5, 15,0.4973828, -0.7781454, 2.992513
1.0, 1, 1, 5, 16,0.7107653, -0.8318232, 2.754195
1.0, 1, 1, 6, 1,0.5190755, 0.784741, 3.008456
