action,subject,trial,frame,skeleton_joint,x,y,z
1.0, 7, 3, 0, 1,0.5909495, 0.8136467, 3.032781
1.0, 7, 3, 0, 2,0.6445162, 0.5948941, 2.999388
1.0, 7, 3, 0, 3,0.5848131, 0.2274733, 2.936172
1.0, 7, 3, 0, 4,0.4956686, 0.4435943, 3.068551
1.0, 7, 3, 0, 5,0.7080579, 0.4624643, 2.855439
1.0, 7, 3, 0, 6,0.3923903, -0.1615336, 2.964242
1.0, 7, 3, 0, 7,0.678837, -0.1381544, 2.662442
1.0, 7, 3, 0, 8,0.5728725, 0.1539891, 2.927007
1.0, 7, 3, 0, 9,0.5137289, 0.07985703, 2.967129
1.0, 7, 3, 0, 10,0.6093041, 0.08834853, 2.859428
1.0, 7, 3, 0, 11,0.5447493, -0.3970738, 2.988013
1.0, 7, 3, 0, 12,0.699817, -0.3804328, 2.800554
1.0, 7, 3, 0, 13,0.5685501, -0.7432317, 3.034636
1.0, 7, 3, 0, 14,0.7655768, -0.7524569, 2.763076
1.0, 7, 3, 0, 15,0.5200639, -0.8330679, 3.027934
1.0, 7, 3, 0, 16,0.735989, -0.8369051, 2.744733
1.0, 7, 3, 1, 1,0.5905021, 0.8141014, 3.033784
1.0, 7, 3, 1, 2,0.6447154, 0.5950692, 2.998828
1.0, 7, 3, 1, 3,0.5846704, 0.227667, 2.936254
1.0, 7, 3, 1, 4,0.4957411, 0.4436692, 3.068614
1.0, 7, 3, 1, 5,0.7080613, 0.4618021, 2.8552
1.0, 7, 3, 1, 6,0.3929199, -0.1612994, 2.964554
1.0, 7, 3, 1, 7,0.6789545, -0.1382013, 2.66199
1.0, 7, 3, 1, 8,0.5725996, 0.1542673, 2.927299
1.0, 7, 3, 1, 9,0.5131974, 0.08032358, 2.968128
1.0, 7, 3, 1, 10,0.6089392, 0.08832558, 2.859597
1.0, 7, 3, 1, 11,0.5446551, -0.3971222, 2.987707
1.0, 7, 3, 1, 12,0.7000145, -0.3781707, 2.800467
1.0, 7, 3, 1, 13,0.5686548, -0.7434338, 3.034758
1.0, 7, 3, 1, 14,0.7656327, -0.7524134, 2.76336
1.0, 7, 3, 1, 15,0.5223169, -0.8324229, 3.027035
1.0, 7, 3, 1, 16,0.7360042, -0.837041, 2.744784
1.0, 7, 3, 2, 1,0.5911694, 0.8134782, 3.032299
1.0, 7, 3, 2, 2,0.6448718, 0.5942475, 2.997695
1.0, 7, 3, 2, 3,0.5848016, 0.2275547, 2.936204
1.0, 7, 3, 2, 4,0.4956999, 0.4436385, 3.068729
1.0, 7, 3, 2, 5,0.7083585, 0.4597782, 2.853781
1.0, 7, 3, 2, 6,0.392975, -0.1612566, 2.963138
1.0, 7, 3, 2, 7,0.6792633, -0.1378779, 2.661704
1.0, 7, 3, 2, 8,0.5727229, 0.1542056, 2.927334
1.0, 7, 3, 2, 9,0.5132594, 0.08028328, 2.968255
1.0, 7, 3, 2, 10,0.6092356, 0.08780587, 2.859423
1.0, 7, 3, 2, 11,0.5442387, -0.3971125, 2.987357
1.0, 7, 3, 2, 12,0.7000173, -0.3791693, 2.800467
