action,subject,trial,frame,skeleton_joint,x,y,z
1.0, 0, 2, 0, 1,0.5413592, 0.7779143, 3.019869
1.0, 0, 2, 0, 2,0.5959396, 0.6047934, 2.977492
1.0, 0, 2, 0, 3,0.546096, 0.2268914, 2.924298
1.0, 0, 2, 0, 4,0.4529138, 0.4538006, 3.072821
1.0, 0, 2, 0, 5,0.6475573, 0.4505364, 2.837008
1.0, 0, 2, 0, 6,0.373341, -0.2117844, 3.029965
1.0, 0, 2, 0, 7,0.6272042, -0.1382534, 2.667656
1.0, 0, 2, 0, 8,0.5361273, 0.151311, 2.917192
1.0, 0, 2, 0, 9,0.4830646, 0.08177773, 2.962522
1.0, 0, 2, 0, 10,0.5706542, 0.08030888, 2.848696
1.0, 0, 2, 0, 11,0.5247198, -0.3970613, 3.004219
1.0, 0, 2, 0, 12,0.665307, -0.3790265, 2.795199
1.0, 0, 2, 0, 13,0.5577621, -0.7472449, 3.045343
1.0, 0, 2, 0, 14,0.7435853, -0.7605712, 2.782807
1.0, 0, 2, 0, 15,0.538373, -0.814694, 3.035884
1.0, 0, 2, 0, 16,0.7128198, -0.8361935, 2.757899
1.0, 0, 2, 1, 1,0.5369902, 0.7735981, 3.017577
1.0, 0, 2, 1, 2,0.5958483, 0.604768, 2.977688
1.0, 0, 2, 1, 3,0.5461436, 0.226904, 2.924364
1.0, 0, 2, 1, 4,0.4520162, 0.4525652, 3.073667
1.0, 0, 2, 1, 5,0.6470444, 0.4506461, 2.837028
1.0, 0, 2, 1, 6,0.3806658, -0.2198999, 3.028563
1.0, 0, 2, 1, 7,0.6256067, -0.1399247, 2.66621
1.0, 0, 2, 1, 8,0.536226, 0.1513373, 2.917238
1.0, 0, 2, 1, 9,0.4832581, 0.08156267, 2.96265
1.0, 0, 2, 1, 10,0.5708703, 0.08036841, 2.848457
1.0, 0, 2, 1, 11,0.5250125, -0.3978155, 3.00439
1.0, 0, 2, 1, 12,0.6651455, -0.3785511, 2.795178
1.0, 0, 2, 1, 13,0.5577866, -0.7485116, 3.046993
1.0, 0, 2, 1, 14,0.7418923, -0.7556158, 2.783562
1.0, 0, 2, 1, 15,0.5003448, -0.7794138, 2.99825
1.0, 0, 2, 1, 16,0.7127949, -0.8335226, 2.761444
1.0, 0, 2, 2, 1,0.5313717, 0.7848711, 3.017679
1.0, 0, 2, 2, 2,0.5959628, 0.6045467, 2.977799
1.0, 0, 2, 2, 3,0.5461906, 0.2268689, 2.924296
1.0, 0, 2, 2, 4,0.4517257, 0.4524258, 3.073208
1.0, 0, 2, 2, 5,0.6470296, 0.4506515, 2.836986
1.0, 0, 2, 2, 6,0.3812133, -0.2145118, 3.031168
1.0, 0, 2, 2, 7,0.6256837, -0.1384192, 2.666031
1.0, 0, 2, 2, 8,0.5362728, 0.1513148, 2.917145
1.0, 0, 2, 2, 9,0.4833028, 0.08155268, 2.962396
1.0, 0, 2, 2, 10,0.5709385, 0.08040466, 2.848412
1.0, 0, 2, 2, 11,0.5249996, -0.3978108, 3.004342
1.0, 0, 2, 2, 12,0.6642743, -0.3775017, 2.794472
1.0, 0, 2, 2, 13,0.5576171, -0.7484255, 3.047018
1.0, 0, 2, 2, 14,0.738572, -0.751272, 2.778246
1.0, 0, 2, 2, 15,0.4990661, -0.7799541, 2.997187
1.0, 0, 2, 2, 16,0.7122452, -0.8325976, 2.763034
1.0, 0, 2, 3, 1,0.5262595, 0.789767, 3.01662
1.0, 0, 2, 3, 2,0.5951839, 0.6029937, 2.978655
1.0, 0, 2, 3, 3,0.5461131, 0.2266815, 2.92446
1.0, 0, 2, 3, 4,0.4515941, 0.4513026, 3.072214
1.0, 0, 2, 3, 5,0.646772, 0.4505817, 2.836877
1.0, 0, 2, 3, 6,0.3819453, -0.2047941, 3.033384
1.0, 0, 2, 3, 7,0.6251701, -0.1401574, 2.665497
1.0, 0, 2, 3, 8,0.5362467, 0.1512406, 2.917235
1.0, 0, 2, 3, 9,0.4833172, 0.08127296, 2.962585
1.0, 0, 2, 3, 10,0.5709234, 0.08039382, 2.848417
1.0, 0, 2, 3, 11,0.5249746, -0.3977263, 3.004342
1.0, 0, 2, 3, 12,0.6638777, -0.376932, 2.794863
1.0, 0, 2, 3, 13,0.5570689, -0.7488821, 3.046754
1.0, 0, 2, 3, 14,0.738426, -0.752553, 2.778026
1.0, 0, 2, 3, 15,0.4990956, -0.7801136, 2.997334
1.0, 0, 2, 3, 16,0.7120837, -0.8329792, 2.760791
1.0, 0, 2, 4, 1,0.5234628, 0.792402, 3.015676
1.0, 0, 2, 4, 2,0.5941085, 0.6010541, 2.979255
1.0, 0, 2, 4, 3,0.5460871, 0.2266484, 2.924439
1.0, 0, 2, 4, 4,0.4500988, 0.4496748, 3.069421
1.0, 0, 2, 4, 5,0.6466308, 0.4506099, 2.836767
1.0, 0, 2, 4, 6,0.3829656, -0.1879997, 3.031621
1.0, 0, 2, 4, 7,0.6258441, -0.1375535, 2.665667
1.0, 0, 2, 4, 8,0.53626, 0.1512826, 2.917185
1.0, 0, 2, 4, 9,0.4833142, 0.08114691, 2.96259
1.0, 0, 2, 4, 10,0.5709897, 0.08045506, 2.848282
1.0, 0, 2, 4, 11,0.5247494, -0.397573, 3.00414
1.0, 0, 2, 4, 12,0.6635618, -0.3760971, 2.794207
1.0, 0, 2, 4, 13,0.5563369, -0.7487422, 3.045932
1.0, 0, 2, 4, 14,0.7390519, -0.7506461, 2.778289
1.0, 0, 2, 4, 15,0.4994791, -0.7795626, 2.99669
1.0, 0, 2, 4, 16,0.7128268, -0.8314109, 2.764534
1.0, 0, 2, 5, 1,0.5225132, 0.7948072, 3.016368
1.0, 0, 2, 5, 2,0.5941002, 0.6001571, 2.979593
1.0, 0, 2, 5, 3,0.5460626, 0.2263225, 2.924445
1.0, 0, 2, 5, 4,0.4500602, 0.4497845, 3.069523
1.0, 0, 2, 5, 5,0.6461965, 0.4505443, 2.836815
1.0, 0, 2, 5, 6,0.3755381, -0.2437966, 3.025154
1.0, 0, 2, 5, 7,0.625829, -0.1380273, 2.665688
1.0, 0, 2, 5, 8,0.5362521, 0.1510964, 2.917143
1.0, 0, 2, 5, 9,0.4833368, 0.08102343, 2.962497
1.0, 0, 2, 5, 10,0.5709606, 0.08033633, 2.848225
1.0, 0, 2, 5, 11,0.5246586, -0.3973129, 3.00372
1.0, 0, 2, 5, 12,0.6634651, -0.3758391, 2.794118
1.0, 0, 2, 5, 13,0.5565578, -0.748586, 3.045863
1.0, 0, 2, 5, 14,0.7391348, -0.7507397, 2.778226
1.0, 0, 2, 5, 15,0.5000929, -0.7791597, 2.997057
1.0, 0, 2, 5, 16,0.7126395, -0.8326432, 2.76178
1.0, 0, 2, 6, 1,0.5209481, 0.7958788, 3.016037
1.0, 0, 2, 6, 2,0.5944307, 0.5991784, 2.979612
1.0, 0, 2, 6, 3,0.5461794, 0.2261602, 2.924391
1.0, 0, 2, 6, 4,0.4499839, 0.4498092, 3.069492
1.0, 0, 2, 6, 5,0.6460896, 0.4504365, 2.836638
1.0, 0, 2, 6, 6,0.3819767, -0.1943345, 3.030766
1.0, 0, 2, 6, 7,0.6257741, -0.1378183, 2.665705
1.0, 0, 2, 6, 8,0.5363432, 0.151038, 2.917068
1.0, 0, 2, 6, 9,0.4833976, 0.08096983, 2.962396
1.0, 0, 2, 6, 10,0.5710714, 0.08026844, 2.848128
1.0, 0, 2, 6, 11,0.5245776, -0.3974298, 3.003428
1.0, 0, 2, 6, 12,0.6634682, -0.3758186, 2.794156
1.0, 0, 2, 6, 13,0.5566021, -0.7487016, 3.045872
1.0, 0, 2, 6, 14,0.739639, -0.7510602, 2.778903
1.0, 0, 2, 6, 15,0.499983, -0.7793405, 2.99696
1.0, 0, 2, 6, 16,0.7123414, -0.8328571, 2.75828
1.0, 0, 2, 7, 1,0.5192337, 0.7972868, 3.015373
1.0, 0, 2, 7, 2,0.5945094, 0.5990744, 2.979689
1.0, 0, 2, 7, 3,0.5461413, 0.2260889, 2.924392
1.0, 0, 2, 7, 4,0.4497853, 0.4497109, 3.069292
1.0, 0, 2, 7, 5,0.6457544, 0.4504046, 2.836581
1.0, 0, 2, 7, 6,0.3809373, -0.1933056, 3.026961
1.0, 0, 2, 7, 7,0.6258252, -0.1388092, 2.665212
1.0, 0, 2, 7, 8,0.5363033, 0.1510019, 2.917033
1.0, 0, 2, 7, 9,0.4833644, 0.08097631, 2.962275
1.0, 0, 2, 7, 10,0.5709776, 0.08040501, 2.848334
