action,subject,trial,frame,skeleton_joint,x,y,z
1.0, 6, 3, 0, 1,0.5771171, 0.8184242, 3.038777
1.0, 6, 3, 0, 2,0.6377037, 0.598425, 2.995462
1.0, 6, 3, 0, 3,0.5748451, 0.2313717, 2.933218
1.0, 6, 3, 0, 4,0.4787494, 0.4419124, 3.064277
1.0, 6, 3, 0, 5,0.6923068, 0.4562206, 2.84866
1.0, 6, 3, 0, 6,0.3955396, -0.1654072, 2.959013
1.0, 6, 3, 0, 7,0.678062, -0.1346409, 2.66897
1.0, 6, 3, 0, 8,0.5622733, 0.1579611, 2.924268
1.0, 6, 3, 0, 9,0.501762, 0.08197844, 2.96785
1.0, 6, 3, 0, 10,0.5978628, 0.08841716, 2.852436
1.0, 6, 3, 0, 11,0.5354024, -0.3971616, 2.983036
1.0, 6, 3, 0, 12,0.6883487, -0.3769368, 2.791653
1.0, 6, 3, 0, 13,0.569299, -0.7450218, 3.038217
1.0, 6, 3, 0, 14,0.762175, -0.7497758, 2.769567
1.0, 6, 3, 0, 15,0.524503, -0.8292674, 3.018812
1.0, 6, 3, 0, 16,0.7373761, -0.8402811, 2.752332
1.0, 6, 3, 1, 1,0.5781292, 0.8179513, 3.034153
1.0, 6, 3, 1, 2,0.636961, 0.5973691, 2.995358
1.0, 6, 3, 1, 3,0.5747883, 0.231225, 2.933226
1.0, 6, 3, 1, 4,0.4789209, 0.4417682, 3.063576
1.0, 6, 3, 1, 5,0.6930413, 0.4565061, 2.848956
1.0, 6, 3, 1, 6,0.3951966, -0.1656618, 2.959399
1.0, 6, 3, 1, 7,0.6783457, -0.134199, 2.668973
1.0, 6, 3, 1, 8,0.5622625, 0.1578933, 2.924282
1.0, 6, 3, 1, 9,0.5017309, 0.08186451, 2.967787
1.0, 6, 3, 1, 10,0.5979235, 0.08838739, 2.852525
1.0, 6, 3, 1, 11,0.5355273, -0.3969414, 2.982809
1.0, 6, 3, 1, 12,0.6881981, -0.3766958, 2.79167
1.0, 6, 3, 1, 13,0.5691338, -0.7453251, 3.038008
1.0, 6, 3, 1, 14,0.7620431, -0.7498991, 2.76949
1.0, 6, 3, 1, 15,0.5248765, -0.82913, 3.019383
1.0, 6, 3, 1, 16,0.7374595, -0.8401449, 2.752443
1.0, 6, 3, 2, 1,0.5775423, 0.8182592, 3.031787
1.0, 6, 3, 2, 2,0.6371722, 0.597501, 2.995186
1.0, 6, 3, 2, 3,0.5747772, 0.2312202, 2.933213
1.0, 6, 3, 2, 4,0.4792618, 0.4421182, 3.063442
1.0, 6, 3, 2, 5,0.6931469, 0.4564867, 2.84883
1.0, 6, 3, 2, 6,0.3953841, -0.166331, 2.960227
1.0, 6, 3, 2, 7,0.6791726, -0.1347779, 2.66899
1.0, 6, 3, 2, 8,0.5622204, 0.157873, 2.924314
1.0, 6, 3, 2, 9,0.5016621, 0.08189557, 2.967885
1.0, 6, 3, 2, 10,0.5978146, 0.08831476, 2.852646
1.0, 6, 3, 2, 11,0.5356716, -0.3967147, 2.982927
1.0, 6, 3, 2, 12,0.6878026, -0.376353, 2.791961
1.0, 6, 3, 2, 13,0.5684665, -0.7455476, 3.036778
1.0, 6, 3, 2, 14,0.7617124, -0.7499415, 2.769114
1.0, 6, 3, 2, 15,0.5245504, -0.8294574, 3.019683
1.0, 6, 3, 2, 16,0.7378308, -0.839706, 2.750811
1.0, 6, 3, 3, 1,0.5786841, 0.8182608, 3.029515
1.0, 6, 3, 3, 2,0.6373314, 0.5972734, 2.994879
1.0, 6, 3, 3, 3,0.5747399, 0.2312618, 2.933173
1.0, 6, 3, 3, 4,0.4803577, 0.4440089, 3.06309
1.0, 6, 3, 3, 5,0.6936005, 0.4565618, 2.848355
1.0, 6, 3, 3, 6,0.3953909, -0.1672817, 2.959112
1.0, 6, 3, 3, 7,0.6798489, -0.1348344, 2.669185
1.0, 6, 3, 3, 8,0.5621279, 0.1579954, 2.924355
1.0, 6, 3, 3, 9,0.5014613, 0.08224484, 2.968159
1.0, 6, 3, 3, 10,0.5976753, 0.08829221, 2.852659
1.0, 6, 3, 3, 11,0.5356358, -0.3958918, 2.982905
1.0, 6, 3, 3, 12,0.6876575, -0.3763235, 2.791967
1.0, 6, 3, 3, 13,0.5679914, -0.7458156, 3.036627
1.0, 6, 3, 3, 14,0.7613136, -0.7500619, 2.768898
1.0, 6, 3, 3, 15,0.5252095, -0.8270705, 3.020502
1.0, 6, 3, 3, 16,0.7374621, -0.8396628, 2.750376
1.0, 6, 3, 4, 1,0.5779561, 0.8194168, 3.027774
1.0, 6, 3, 4, 2,0.6378349, 0.5986636, 2.99425
1.0, 6, 3, 4, 3,0.5747537, 0.2314113, 2.933174
1.0, 6, 3, 4, 4,0.4805586, 0.4445736, 3.063633
1.0, 6, 3, 4, 5,0.6940472, 0.4569547, 2.848637
1.0, 6, 3, 4, 6,0.3953978, -0.1671724, 2.959721
1.0, 6, 3, 4, 7,0.6805335, -0.1352342, 2.668688
1.0, 6, 3, 4, 8,0.5621175, 0.1580822, 2.924395
1.0, 6, 3, 4, 9,0.5014235, 0.08249107, 2.968139
1.0, 6, 3, 4, 10,0.5977067, 0.0886374, 2.853387
1.0, 6, 3, 4, 11,0.5356101, -0.3958323, 2.982809
1.0, 6, 3, 4, 12,0.6875262, -0.3760721, 2.79198
1.0, 6, 3, 4, 13,0.5678266, -0.7464212, 3.036339
1.0, 6, 3, 4, 14,0.7610981, -0.7504644, 2.768755
1.0, 6, 3, 4, 15,0.5253398, -0.8270462, 3.02039
1.0, 6, 3, 4, 16,0.7382562, -0.8388875, 2.748728
1.0, 6, 3, 5, 1,0.578242, 0.8193305, 3.026142
1.0, 6, 3, 5, 2,0.6378396, 0.5985121, 2.99523
1.0, 6, 3, 5, 3,0.5747117, 0.2314032, 2.933326
1.0, 6, 3, 5, 4,0.4805573, 0.4444132, 3.063856
1.0, 6, 3, 5, 5,0.6940343, 0.4571386, 2.848662
1.0, 6, 3, 5, 6,0.3953576, -0.1672557, 2.959872
1.0, 6, 3, 5, 7,0.6807286, -0.1354357, 2.668358
1.0, 6, 3, 5, 8,0.5620819, 0.1580784, 2.9245
1.0, 6, 3, 5, 9,0.5013426, 0.08235763, 2.968298
1.0, 6, 3, 5, 10,0.597611, 0.0886144, 2.85333
1.0, 6, 3, 5, 11,0.5356079, -0.3958115, 2.982899
1.0, 6, 3, 5, 12,0.6874438, -0.3765209, 2.792219
1.0, 6, 3, 5, 13,0.5678306, -0.746254, 3.03589
1.0, 6, 3, 5, 14,0.760771, -0.7516587, 2.768392
1.0, 6, 3, 5, 15,0.5254985, -0.8271719, 3.020575
1.0, 6, 3, 5, 16,0.7386444, -0.8384848, 2.747325
1.0, 6, 3, 6, 1,0.5783479, 0.8195751, 3.025621
1.0, 6, 3, 6, 2,0.6377472, 0.598675, 2.995234
1.0, 6, 3, 6, 3,0.5746918, 0.2317109, 2.933421
1.0, 6, 3, 6, 4,0.4811566, 0.4454499, 3.064693
1.0, 6, 3, 6, 5,0.6951178, 0.4575239, 2.848186
1.0, 6, 3, 6, 6,0.3953192, -0.1675007, 2.959761
1.0, 6, 3, 6, 7,0.6804805, -0.1352661, 2.667834
1.0, 6, 3, 6, 8,0.5620828, 0.1584096, 2.924612
1.0, 6, 3, 6, 9,0.5012857, 0.08261929, 2.968537
1.0, 6, 3, 6, 10,0.59763, 0.08863869, 2.853277
1.0, 6, 3, 6, 11,0.5356531, -0.3958155, 2.983119
1.0, 6, 3, 6, 12,0.6873819, -0.376288, 2.792211
1.0, 6, 3, 6, 13,0.5676184, -0.7451134, 3.035122
1.0, 6, 3, 6, 14,0.7607114, -0.7515901, 2.768197
1.0, 6, 3, 6, 15,0.5255804, -0.8273253, 3.02073
1.0, 6, 3, 6, 16,0.7384671, -0.8385438, 2.747483
1.0, 6, 3, 7, 1,0.5778093, 0.8194924, 3.024029
1.0, 6, 3, 7, 2,0.637718, 0.598779, 2.995208
1.0, 6, 3, 7, 3,0.5746333, 0.231809, 2.933475
1.0, 6, 3, 7, 4,0.4811831, 0.4454934, 3.064801
1.0, 6, 3, 7, 5,0.6952648, 0.4577015, 2.848232
1.0, 6, 3, 7, 6,0.3953993, -0.1677171, 2.959533
1.0, 6, 3, 7, 7,0.6803848, -0.1356983, 2.667273
1.0, 6, 3, 7, 8,0.562017, 0.1585032, 2.924681
1.0, 6, 3, 7, 9,0.5011951, 0.08267587, 2.968631
1.0, 6, 3, 7, 10,0.5975937, 0.08868225, 2.853299
1.0, 6, 3, 7, 11,0.5356945, -0.39567, 2.983044
1.0, 6, 3, 7, 12,0.6874803, -0.3763303, 2.792257
1.0, 6, 3, 7, 13,0.5677396, -0.7450548, 3.035186
1.0, 6, 3, 7, 14,0.7607599, -0.7520155, 2.768152
1.0, 6, 3, 7, 15,0.5258543, -0.8272148, 3.020838
1.0, 6, 3, 7, 16,0.7381483, -0.8383523, 2.746787
1.0, 6, 3, 8, 1,0.5778289, 0.8196326, 3.023118
1.0, 6, 3, 8, 2,0.6376529, 0.5989528, 2.995703
1.0, 6, 3, 8, 3,0.5746266, 0.2317649, 2.933553
1.0, 6, 3, 8, 4,0.4813873, 0.4456913, 3.0642
1.0, 6, 3, 8, 5,0.6952627, 0.457685, 2.848108
1.0, 6, 3, 8, 6,0.395494, -0.1682658, 2.958899
1.0, 6, 3, 8, 7,0.6799751, -0.1368032, 2.666066
1.0, 6, 3, 8, 8,0.5620137, 0.1584308, 2.924734
1.0, 6, 3, 8, 9,0.501227, 0.08269289, 2.968603
1.0, 6, 3, 8, 10,0.5975958, 0.08864204, 2.853405
1.0, 6, 3, 8, 11,0.5357867, -0.3980845, 2.983616
1.0, 6, 3, 8, 12,0.6872547, -0.3760194, 2.792297
1.0, 6, 3, 8, 13,0.5674194, -0.7484159, 3.03442
1.0, 6, 3, 8, 14,0.7605121, -0.7520453, 2.767928
1.0, 6, 3, 8, 15,0.5250415, -0.8309408, 3.023094
1.0, 6, 3, 8, 16,0.737819, -0.8383356, 2.746353
1.0, 6, 3, 9, 1,0.5783517, 0.8195436, 3.020249
1.0, 6, 3, 9, 2,0.6373413, 0.5988008, 2.995256
1.0, 6, 3, 9, 3,0.574566, 0.2317644, 2.933547
1.0, 6, 3, 9, 4,0.4813496, 0.4455134, 3.064593
1.0, 6, 3, 9, 5,0.6952599, 0.457664, 2.848099
1.0, 6, 3, 9, 6,0.3955386, -0.1683932, 2.95888
1.0, 6, 3, 9, 7,0.6794636, -0.1418357, 2.664638
1.0, 6, 3, 9, 8,0.5619667, 0.158436, 2.924751
1.0, 6, 3, 9, 9,0.501152, 0.08251584, 2.968637
1.0, 6, 3, 9, 10,0.5975097, 0.08889799, 2.853502
1.0, 6, 3, 9, 11,0.535917, -0.3978324, 2.983522
1.0, 6, 3, 9, 12,0.6869426, -0.3754759, 2.792397
1.0, 6, 3, 9, 13,0.5674518, -0.7483168, 3.034399
1.0, 6, 3, 9, 14,0.7603762, -0.7521176, 2.767326
1.0, 6, 3, 9, 15,0.5253186, -0.8315, 3.024672
1.0, 6, 3, 9, 16,0.7374805, -0.838535, 2.74624
1.0, 6, 3, 10, 1,0.5784519, 0.819706, 3.020391
1.0, 6, 3, 10, 2,0.6371902, 0.5988545, 2.995034
1.0, 6, 3, 10, 3,0.5744341, 0.2317688, 2.933671
1.0, 6, 3, 10, 4,0.4815282, 0.4457492, 3.064534
1.0, 6, 3, 10, 5,0.6952299, 0.4577529, 2.847993
1.0, 6, 3, 10, 6,0.3955864, -0.1681543, 2.958754
1.0, 6, 3, 10, 7,0.6789546, -0.1412681, 2.664156
1.0, 6, 3, 10, 8,0.5618035, 0.158427, 2.924964
1.0, 6, 3, 10, 9,0.500966, 0.08213745, 2.969183
1.0, 6, 3, 10, 10,0.5972825, 0.08900707, 2.853671
1.0, 6, 3, 10, 11,0.53591, -0.3977586, 2.983558
1.0, 6, 3, 10, 12,0.6870537, -0.3754218, 2.792582
1.0, 6, 3, 10, 13,0.5672928, -0.7483793, 3.034298
1.0, 6, 3, 10, 14,0.7601199, -0.7532009, 2.767311
1.0, 6, 3, 10, 15,0.5251991, -0.8315234, 3.024813
1.0, 6, 3, 10, 16,0.7381685, -0.8387643, 2.746536
1.0, 6, 3, 11, 1,0.5788574, 0.8188083, 3.021029
1.0, 6, 3, 11, 2,0.6364422, 0.5975459, 2.993984
1.0, 6, 3, 11, 3,0.5742167, 0.2314316, 2.933736
1.0, 6, 3, 11, 4,0.4816606, 0.4459967, 3.064893
1.0, 6, 3, 11, 5,0.6954595, 0.4573086, 2.847961
1.0, 6, 3, 11, 6,0.3957264, -0.1685751, 2.958671
1.0, 6, 3, 11, 7,0.6786201, -0.1414872, 2.663759
1.0, 6, 3, 11, 8,0.5616302, 0.1581546, 2.925126
1.0, 6, 3, 11, 9,0.5008364, 0.08188351, 2.969225
1.0, 6, 3, 11, 10,0.5971746, 0.08900701, 2.854228
1.0, 6, 3, 11, 11,0.5358956, -0.397923, 2.983531
1.0, 6, 3, 11, 12,0.6869535, -0.3758788, 2.792557
1.0, 6, 3, 11, 13,0.5673003, -0.7475948, 3.033947
1.0, 6, 3, 11, 14,0.7601119, -0.7535786, 2.76734
1.0, 6, 3, 11, 15,0.5254841, -0.8313063, 3.024855
1.0, 6, 3, 11, 16,0.7384574, -0.8387924, 2.746333
1.0, 6, 3, 12, 1,0.5788859, 0.8188439, 3.021008
1.0, 6, 3, 12, 2,0.6365622, 0.5976083, 2.993842
1.0, 6, 3, 12, 3,0.5742309, 0.2313814, 2.933705
1.0, 6, 3, 12, 4,0.4818733, 0.4457736, 3.064354
1.0, 6, 3, 12, 5,0.6953138, 0.4575602, 2.847922
1.0, 6, 3, 12, 6,0.3958275, -0.168972, 2.959324
1.0, 6, 3, 12, 7,0.6787687, -0.1394238, 2.664079
1.0, 6, 3, 12, 8,0.5616414, 0.1580687, 2.925113
1.0, 6, 3, 12, 9,0.500887, 0.08180322, 2.969172
