action,subject,trial,frame,skeleton_joint,x,y,z
11.0, 0, 2, 0, 1,1.019742, 0.8641232, 2.901186
11.0, 0, 2, 0, 2,1.092338, 0.6491476, 2.876404
11.0, 0, 2, 0, 3,1.03665, 0.2554332, 2.849624
11.0, 0, 2, 0, 4,0.9991063, 0.5160353, 3.065225
11.0, 0, 2, 0, 5,1.138701, 0.5092056, 2.757827
11.0, 0, 2, 0, 6,0.8815871, -0.02625989, 2.954669
11.0, 0, 2, 0, 7,1.021061, -0.009812167, 2.583687
11.0, 0, 2, 0, 8,1.025512, 0.1766904, 2.847867
11.0, 0, 2, 0, 9,0.9848868, 0.1130692, 2.900015
11.0, 0, 2, 0, 10,1.047705, 0.1099959, 2.783787
11.0, 0, 2, 0, 11,1.037881, -0.3622632, 2.965295
11.0, 0, 2, 0, 12,1.120518, -0.3367727, 2.663877
11.0, 0, 2, 0, 13,1.062348, -0.7285585, 2.97969
11.0, 0, 2, 0, 14,1.176684, -0.7059726, 2.597825
11.0, 0, 2, 0, 15,1.004226, -0.7983832, 2.968646
11.0, 0, 2, 0, 16,1.125816, -0.781122, 2.544954
11.0, 0, 2, 1, 1,1.02071, 0.8639606, 2.901694
11.0, 0, 2, 1, 2,1.092892, 0.6489412, 2.877078
11.0, 0, 2, 1, 3,1.036785, 0.2553608, 2.849865
11.0, 0, 2, 1, 4,0.999334, 0.516085, 3.065338
11.0, 0, 2, 1, 5,1.138631, 0.5091746, 2.757832
11.0, 0, 2, 1, 6,0.8807172, -0.02728101, 2.952288
11.0, 0, 2, 1, 7,1.020757, -0.009557723, 2.5836
11.0, 0, 2, 1, 8,1.025597, 0.1766359, 2.848046
11.0, 0, 2, 1, 9,0.9850247, 0.1130835, 2.900168
11.0, 0, 2, 1, 10,1.047696, 0.1099699, 2.783935
11.0, 0, 2, 1, 11,1.037937, -0.3622933, 2.965331
11.0, 0, 2, 1, 12,1.121067, -0.3361338, 2.664286
11.0, 0, 2, 1, 13,1.062592, -0.7282435, 2.979858
11.0, 0, 2, 1, 14,1.176343, -0.7050976, 2.598026
11.0, 0, 2, 1, 15,1.00369, -0.7971026, 2.968863
11.0, 0, 2, 1, 16,1.126288, -0.7810469, 2.545255
11.0, 0, 2, 2, 1,1.020801, 0.8634818, 2.901327
11.0, 0, 2, 2, 2,1.092998, 0.6486888, 2.877781
11.0, 0, 2, 2, 3,1.037013, 0.2546938, 2.850126
11.0, 0, 2, 2, 4,0.9999979, 0.5153831, 3.065168
11.0, 0, 2, 2, 5,1.138554, 0.5091839, 2.757998
11.0, 0, 2, 2, 6,0.8801154, -0.02804057, 2.952302
11.0, 0, 2, 2, 7,1.020997, -0.009595331, 2.583876
11.0, 0, 2, 2, 8,1.025863, 0.1758329, 2.848228
11.0, 0, 2, 2, 9,0.9855767, 0.1128846, 2.899604
11.0, 0, 2, 2, 10,1.047947, 0.1100844, 2.785021
11.0, 0, 2, 2, 11,1.037932, -0.3622, 2.965325
11.0, 0, 2, 2, 12,1.121493, -0.3364402, 2.664161
11.0, 0, 2, 2, 13,1.062444, -0.728278, 2.979669
11.0, 0, 2, 2, 14,1.17686, -0.7056188, 2.597538
11.0, 0, 2, 2, 15,1.008007, -0.7954481, 2.971791
11.0, 0, 2, 2, 16,1.127178, -0.7810839, 2.545062
11.0, 0, 2, 3, 1,1.020852, 0.8628811, 2.89991
11.0, 0, 2, 3, 2,1.093461, 0.6486759, 2.877968
11.0, 0, 2, 3, 3,1.037471, 0.2536554, 2.849877
11.0, 0, 2, 3, 4,1.000873, 0.5151312, 3.0633
11.0, 0, 2, 3, 5,1.138546, 0.509322, 2.757995
11.0, 0, 2, 3, 6,0.878921, -0.0286318, 2.954017
11.0, 0, 2, 3, 7,1.02092, -0.009503311, 2.583735
11.0, 0, 2, 3, 8,1.026327, 0.1744052, 2.847809
11.0, 0, 2, 3, 9,0.986643, 0.1126042, 2.897156
11.0, 0, 2, 3, 10,1.048295, 0.110157, 2.785861
11.0, 0, 2, 3, 11,1.038228, -0.3621966, 2.965585
11.0, 0, 2, 3, 12,1.122071, -0.3370626, 2.664021
11.0, 0, 2, 3, 13,1.062179, -0.728295, 2.980856
11.0, 0, 2, 3, 14,1.176852, -0.7068021, 2.597352
11.0, 0, 2, 3, 15,1.009919, -0.7950873, 2.973956
11.0, 0, 2, 3, 16,1.126068, -0.7820617, 2.543539
11.0, 0, 2, 4, 1,1.022317, 0.8627912, 2.899829
11.0, 0, 2, 4, 2,1.093648, 0.648425, 2.87835
11.0, 0, 2, 4, 3,1.037605, 0.2536811, 2.849978
11.0, 0, 2, 4, 4,1.00129, 0.5152218, 3.063425
11.0, 0, 2, 4, 5,1.138507, 0.5093405, 2.757908
11.0, 0, 2, 4, 6,0.8787492, -0.02768129, 2.954695
11.0, 0, 2, 4, 7,1.020734, -0.009458614, 2.583709
11.0, 0, 2, 4, 8,1.026463, 0.1744818, 2.847889
11.0, 0, 2, 4, 9,0.9869363, 0.1126457, 2.897488
11.0, 0, 2, 4, 10,1.048315, 0.1101579, 2.785826
11.0, 0, 2, 4, 11,1.038659, -0.362745, 2.965873
11.0, 0, 2, 4, 12,1.122213, -0.3372311, 2.663767
11.0, 0, 2, 4, 13,1.062127, -0.7286183, 2.980758
11.0, 0, 2, 4, 14,1.176899, -0.7066798, 2.597193
11.0, 0, 2, 4, 15,1.009782, -0.7952841, 2.974123
11.0, 0, 2, 4, 16,1.126788, -0.7815268, 2.543216
11.0, 0, 2, 5, 1,1.02426, 0.863166, 2.900516
11.0, 0, 2, 5, 2,1.093873, 0.6483605, 2.878449
11.0, 0, 2, 5, 3,1.038036, 0.2538696, 2.850064
11.0, 0, 2, 5, 4,1.001551, 0.5152338, 3.063223
11.0, 0, 2, 5, 5,1.138501, 0.5094704, 2.757934
11.0, 0, 2, 5, 6,0.8776459, -0.02831663, 2.956677
11.0, 0, 2, 5, 7,1.020486, -0.009441844, 2.583731
11.0, 0, 2, 5, 8,1.02696, 0.1747774, 2.847974
11.0, 0, 2, 5, 9,0.987551, 0.1127217, 2.897898
11.0, 0, 2, 5, 10,1.048637, 0.1102833, 2.785658
11.0, 0, 2, 5, 11,1.038874, -0.3625455, 2.96584
11.0, 0, 2, 5, 12,1.123196, -0.3373592, 2.663977
11.0, 0, 2, 5, 13,1.063837, -0.728149, 2.982492
11.0, 0, 2, 5, 14,1.177215, -0.7070016, 2.596782
11.0, 0, 2, 5, 15,1.014031, -0.7950752, 2.962757
11.0, 0, 2, 5, 16,1.126832, -0.7817799, 2.543114
11.0, 0, 2, 6, 1,1.025439, 0.8634973, 2.90109
11.0, 0, 2, 6, 2,1.094809, 0.6486189, 2.878668
11.0, 0, 2, 6, 3,1.038313, 0.2540829, 2.850149
11.0, 0, 2, 6, 4,1.00216, 0.5148469, 3.064069
11.0, 0, 2, 6, 5,1.138477, 0.5093958, 2.75784
11.0, 0, 2, 6, 6,0.8772535, -0.0279436, 2.9568
11.0, 0, 2, 6, 7,1.020329, -0.009575393, 2.583832
11.0, 0, 2, 6, 8,1.027154, 0.1749992, 2.848043
11.0, 0, 2, 6, 9,0.9877625, 0.112831, 2.898202
11.0, 0, 2, 6, 10,1.048674, 0.1103479, 2.785571
11.0, 0, 2, 6, 11,1.038976, -0.3623405, 2.965745
11.0, 0, 2, 6, 12,1.123884, -0.3383226, 2.663801
11.0, 0, 2, 6, 13,1.0638, -0.7277257, 2.983086
11.0, 0, 2, 6, 14,1.176853, -0.7076985, 2.596105
11.0, 0, 2, 6, 15,1.01977, -0.795522, 2.944434
11.0, 0, 2, 6, 16,1.125894, -0.7820925, 2.541456
11.0, 0, 2, 7, 1,1.02596, 0.86436, 2.901066
11.0, 0, 2, 7, 2,1.095561, 0.6495255, 2.878851
11.0, 0, 2, 7, 3,1.038543, 0.2539957, 2.850267
11.0, 0, 2, 7, 4,1.002334, 0.5142806, 3.063651
11.0, 0, 2, 7, 5,1.138465, 0.5094036, 2.757801
11.0, 0, 2, 7, 6,0.8777884, -0.02800237, 2.953011
11.0, 0, 2, 7, 7,1.021245, -0.008859456, 2.585155
11.0, 0, 2, 7, 8,1.02736, 0.1748084, 2.848176
11.0, 0, 2, 7, 9,0.9879854, 0.1128617, 2.898071
11.0, 0, 2, 7, 10,1.049081, 0.1107626, 2.786564
11.0, 0, 2, 7, 11,1.038947, -0.3623345, 2.965765
11.0, 0, 2, 7, 12,1.124229, -0.3383171, 2.663767
11.0, 0, 2, 7, 13,1.065178, -0.7305883, 2.987057
11.0, 0, 2, 7, 14,1.177441, -0.7085546, 2.596329
11.0, 0, 2, 7, 15,1.012265, -0.7991802, 2.962807
11.0, 0, 2, 7, 16,1.126267, -0.7821549, 2.541569
11.0, 0, 2, 8, 1,1.02798, 0.8653186, 2.902829
11.0, 0, 2, 8, 2,1.095884, 0.649747, 2.878713
11.0, 0, 2, 8, 3,1.039032, 0.2545579, 2.850313
11.0, 0, 2, 8, 4,1.002873, 0.5141577, 3.06291
11.0, 0, 2, 8, 5,1.138759, 0.5097333, 2.757657
11.0, 0, 2, 8, 6,0.8779881, -0.02809555, 2.953201
11.0, 0, 2, 8, 7,1.021756, -0.01026418, 2.588496
11.0, 0, 2, 8, 8,1.027858, 0.1754682, 2.848267
11.0, 0, 2, 8, 9,0.9883724, 0.1131721, 2.89835
11.0, 0, 2, 8, 10,1.049465, 0.1113132, 2.78641
11.0, 0, 2, 8, 11,1.039249, -0.3623385, 2.965801
11.0, 0, 2, 8, 12,1.124956, -0.3372523, 2.663909
11.0, 0, 2, 8, 13,1.064297, -0.7287778, 2.985331
11.0, 0, 2, 8, 14,1.177648, -0.7086165, 2.596519
11.0, 0, 2, 8, 15,1.013437, -0.7974384, 2.965316
11.0, 0, 2, 8, 16,1.127314, -0.7819383, 2.545714
11.0, 0, 2, 9, 1,1.030003, 0.8660223, 2.903713
11.0, 0, 2, 9, 2,1.096218, 0.6498405, 2.878527
11.0, 0, 2, 9, 3,1.039202, 0.2547612, 2.850802
11.0, 0, 2, 9, 4,1.003716, 0.5148765, 3.062901
11.0, 0, 2, 9, 5,1.138742, 0.5095797, 2.757575
11.0, 0, 2, 9, 6,0.8788019, -0.02753556, 2.953233
11.0, 0, 2, 9, 7,1.021775, -0.01070346, 2.589058
11.0, 0, 2, 9, 8,1.027979, 0.1757413, 2.849028
11.0, 0, 2, 9, 9,0.9885524, 0.1122642, 2.899949
11.0, 0, 2, 9, 10,1.049386, 0.1124906, 2.787323
11.0, 0, 2, 9, 11,1.039474, -0.3624279, 2.965821
11.0, 0, 2, 9, 12,1.125347, -0.3384295, 2.663275
11.0, 0, 2, 9, 13,1.063454, -0.7274712, 2.985013
11.0, 0, 2, 9, 14,1.17749, -0.7088759, 2.596022
11.0, 0, 2, 9, 15,1.013822, -0.7960573, 2.965942
11.0, 0, 2, 9, 16,1.127059, -0.7820376, 2.544668
11.0, 0, 2, 10, 1,1.031836, 0.8670854, 2.907044
11.0, 0, 2, 10, 2,1.096384, 0.6501853, 2.878655
11.0, 0, 2, 10, 3,1.039429, 0.2549351, 2.851432
11.0, 0, 2, 10, 4,1.003994, 0.5145105, 3.061676
11.0, 0, 2, 10, 5,1.138788, 0.5097809, 2.757584
11.0, 0, 2, 10, 6,0.8805532, -0.02829861, 2.952844
11.0, 0, 2, 10, 7,1.024642, -0.01105152, 2.592145
11.0, 0, 2, 10, 8,1.028201, 0.175868, 2.849777
11.0, 0, 2, 10, 9,0.9887857, 0.1115142, 2.901055
11.0, 0, 2, 10, 10,1.049658, 0.1132974, 2.788138
11.0, 0, 2, 10, 11,1.039504, -0.3624365, 2.965707
11.0, 0, 2, 10, 12,1.125361, -0.3384496, 2.663262
