action,subject,trial,frame,skeleton_joint,x,y,z
1.0, 2, 4, 0, 1,0.5514258, 0.8148939, 3.049431
1.0, 2, 4, 0, 2,0.6194863, 0.6004468, 3.021905
1.0, 2, 4, 0, 3,0.5818787, 0.222892, 2.949004
1.0, 2, 4, 0, 4,0.4881136, 0.4388912, 3.088823
1.0, 2, 4, 0, 5,0.678017, 0.4547868, 2.864361
1.0, 2, 4, 0, 6,0.435533, -0.2126806, 3.100828
1.0, 2, 4, 0, 7,0.7250284, -0.1316331, 2.69673
1.0, 2, 4, 0, 8,0.5743572, 0.147381, 2.93798
1.0, 2, 4, 0, 9,0.5245698, 0.0729358, 2.981492
1.0, 2, 4, 0, 10,0.6100263, 0.08008882, 2.863662
1.0, 2, 4, 0, 11,0.5393264, -0.3956513, 3.014211
1.0, 2, 4, 0, 12,0.6881251, -0.384173, 2.805186
1.0, 2, 4, 0, 13,0.561954, -0.7461472, 3.043862
1.0, 2, 4, 0, 14,0.7374851, -0.758163, 2.779907
1.0, 2, 4, 0, 15,0.5059628, -0.7762972, 2.996497
1.0, 2, 4, 0, 16,0.7106811, -0.8336956, 2.751303
1.0, 2, 4, 1, 1,0.5506536, 0.8146413, 3.047549
1.0, 2, 4, 1, 2,0.6190381, 0.6003845, 3.021604
1.0, 2, 4, 1, 3,0.5818744, 0.2229508, 2.948789
1.0, 2, 4, 1, 4,0.4882721, 0.4390653, 3.088018
1.0, 2, 4, 1, 5,0.6785021, 0.4548963, 2.864439
1.0, 2, 4, 1, 6,0.4411728, -0.1655988, 3.112302
1.0, 2, 4, 1, 7,0.725095, -0.1330795, 2.697388
1.0, 2, 4, 1, 8,0.5743998, 0.1474688, 2.937743
1.0, 2, 4, 1, 9,0.5246326, 0.07308215, 2.981142
1.0, 2, 4, 1, 10,0.6101773, 0.08020438, 2.863466
1.0, 2, 4, 1, 11,0.5392145, -0.395858, 3.014196
1.0, 2, 4, 1, 12,0.6878463, -0.3841225, 2.8058
1.0, 2, 4, 1, 13,0.5617968, -0.7464367, 3.043976
1.0, 2, 4, 1, 14,0.7375844, -0.7581528, 2.779437
1.0, 2, 4, 1, 15,0.5062286, -0.7764326, 2.996701
1.0, 2, 4, 1, 16,0.7113888, -0.8332103, 2.75051
1.0, 2, 4, 2, 1,0.5514088, 0.8148124, 3.047042
1.0, 2, 4, 2, 2,0.6188399, 0.6002683, 3.021467
1.0, 2, 4, 2, 3,0.5818642, 0.222937, 2.948813
1.0, 2, 4, 2, 4,0.4881053, 0.4386318, 3.087595
1.0, 2, 4, 2, 5,0.6787397, 0.4550843, 2.864578
1.0, 2, 4, 2, 6,0.4311733, -0.1570706, 3.08334
1.0, 2, 4, 2, 7,0.7250954, -0.1334301, 2.69727
1.0, 2, 4, 2, 8,0.5743985, 0.1474578, 2.937777
1.0, 2, 4, 2, 9,0.5246093, 0.07302382, 2.981157
1.0, 2, 4, 2, 10,0.6102684, 0.08027835, 2.863665
1.0, 2, 4, 2, 11,0.5390457, -0.395913, 3.014243
1.0, 2, 4, 2, 12,0.6877324, -0.3842749, 2.805946
1.0, 2, 4, 2, 13,0.5613576, -0.7465831, 3.044107
1.0, 2, 4, 2, 14,0.7376264, -0.7582579, 2.779473
1.0, 2, 4, 2, 15,0.5060198, -0.776502, 2.996855
1.0, 2, 4, 2, 16,0.711401, -0.8333052, 2.750586
1.0, 2, 4, 3, 1,0.5476859, 0.812964, 3.040941
1.0, 2, 4, 3, 2,0.6179947, 0.5996259, 3.018502
1.0, 2, 4, 3, 3,0.5818415, 0.2229179, 2.948525
1.0, 2, 4, 3, 4,0.4880941, 0.4377515, 3.086948
1.0, 2, 4, 3, 5,0.6787461, 0.4550941, 2.864771
1.0, 2, 4, 3, 6,0.4302685, -0.1556862, 3.085169
1.0, 2, 4, 3, 7,0.7245758, -0.1312046, 2.696723
1.0, 2, 4, 3, 8,0.574416, 0.147468, 2.93769
1.0, 2, 4, 3, 9,0.524649, 0.07287522, 2.981178
1.0, 2, 4, 3, 10,0.610314, 0.08028919, 2.863562
1.0, 2, 4, 3, 11,0.5390887, -0.3958107, 3.014158
1.0, 2, 4, 3, 12,0.6876022, -0.3842088, 2.805847
1.0, 2, 4, 3, 13,0.5612589, -0.745617, 3.044202
1.0, 2, 4, 3, 14,0.7378078, -0.7588826, 2.779649
1.0, 2, 4, 3, 15,0.5058469, -0.7756667, 2.996748
1.0, 2, 4, 3, 16,0.7123187, -0.8346228, 2.753042
1.0, 2, 4, 4, 1,0.5479603, 0.812258, 3.04004
1.0, 2, 4, 4, 2,0.6176151, 0.5995932, 3.017894
1.0, 2, 4, 4, 3,0.5817987, 0.2229674, 2.948334
1.0, 2, 4, 4, 4,0.4880883, 0.4375941, 3.086991
